id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,beta,gamma,a_b,b_c,a_c,ecn_bond_dist_Al-Ga,ecn_bond_dist_Al-In,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-Al,ecn_bond_dist_Ga-In,ecn_bond_dist_Ga-O,ecn_bond_dist_In-Al,ecn_bond_dist_In-Ga,ecn_bond_dist_In-O,ecn_bond_dist_O-Al,ecn_bond_dist_O-Ga,ecn_bond_dist_O-In,Ef,soap_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,0.0,3.211257685,1.914209746,0.0,3.351108684,1.924797026,1.365273916,3.429176357,1.948089043,0.16241331,1.470406357,1.688304094,0.1044,0.0895979,0.0148021,-0.0148021,0.00021910216441,0.14178256705,0.23138046705,0.1044
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.0009958,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,3.009182613,3.009182613,2.063747543,2.006121742,3.125785372,2.063717154,3.543314764,2.404439035,2.063760636,1.415204084,1.395539683,2.063804907,0.1663,0.17862192,0.01232192,0.01232192,0.000151829712486,0.0740945279615,0.252716447962,0.19094384
152,30,0.5,0.5,0.0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.709945703,1.000071234,2.710138742,2.7864994,0.0,1.920370005,2.304221402,0.0,1.920370005,0.0,0.0,0.0,1.959637269,1.959654813,0.0,0.0697,0.06768691,0.00201309,-0.00201309,4.0525313481e-06,0.0288822094692,0.0965691194692,0.0697
153,80,0.875,0.125,0.0,9.224361841,9.037069614,9.036609558,9.036352693,90.00293325,89.99853739,90.00387529,1.00005091,1.000028426,1.000079337,3.020587923,0.0,1.910210916,2.985583845,0.0,1.917423642,0.0,0.0,0.0,1.907494851,0.848545395,0.0,0.0911,0.0872309,0.0038691,-0.0038691,1.496993481e-05,0.0424709110867,0.129701811087,0.0911
154,80,0.9375,0.0625,0.0,9.396569196,23.39412035,6.091704968,6.091308479,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.746539758,0.0,1.883202689,3.045468482,0.0,2.026149977,0.0,0.0,0.0,1.864140046,0.506599947,0.0,0.2022,0.19876026,0.00343974,-0.00343974,1.18318112676e-05,0.0170115727003,0.2157718327,0.2022
155,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,0.0,0.0,0.0,3.283395473,2.101660688,0.0,3.285290922,2.098972841,0.0,1.848974764,2.107156835,0.1117,0.11695351,0.00525351,0.00525351,2.75993673201e-05,0.0470323187108,0.163985828711,0.12220702
157,80,0.375,0.40625,0.21875,11.04040441,24.47414036,6.184834,6.024431426,89.999787,104.4068927,90.00016987,3.957121624,1.026625346,4.062481358,2.697260432,2.95932673,1.891974321,3.008589579,2.93893782,1.895511506,3.190789383,3.163304598,1.915435245,1.492259336,1.443533676,1.281308231,0.1481,0.13067447,0.01742553,-0.01742553,0.000303649095781,0.117660567184,0.248335037184,0.1481
158,30,1.0,0.0,0.0,8.774593311,13.12676764,4.812184045,4.812013398,120.0020528,89.98331708,90.01743591,2.727819119,1.000035463,2.727915854,0.0,0.0,1.874621713,0.0,0.0,0.0,0.0,0.0,0.0,1.874757891,0.0,0.0,0.0,0.03401093,0.03401093,0.03401093,0.00115674335946,0.0,0.03401093,0.06802186
159,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698188,9.049472106,90.00306153,89.9983126,90.00393159,1.000051317,1.000024983,1.000076301,2.87113996,0.0,1.914116312,2.989855033,0.0,1.91261783,0.0,0.0,0.0,1.912368274,1.139407662,0.0,0.0907,0.08901603,0.00168397,-0.00168397,2.8357549609e-06,0.0185663726571,0.107582402657,0.0907
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,3.190709552,3.274534548,1.914835448,2.05225927,3.311131623,1.901950102,2.683091745,3.275380202,1.951217602,0.867995932,1.901764925,1.646275383,0.0563,0.05853277,0.00223277,0.00223277,4.9852618729e-06,0.0396584369449,0.0981912069449,0.06076554
161,80,0.40625,0.3125,0.28125,10.92415227,10.36647274,9.499583348,8.87446467,90.00166053,90.00081759,90.00101514,1.091255517,1.070440156,1.168123726,3.17459748,3.199287495,1.871196298,3.116305851,3.153883946,1.879639815,3.168040783,3.104856295,1.88277881,1.767653442,1.536015333,1.366251245,0.2194,0.20759342,0.01180658,-0.01180658,0.000139395331296,0.0538130355515,0.261406455552,0.2194
162,40,0.6875,0.0,0.3125,10.99877209,14.51768781,10.18432579,5.898075474,30.30346328,90.86130292,90.99811671,1.425493264,1.726720154,2.461427948,0.0,3.133320953,1.980740188,0.0,0.0,0.0,3.14700042,0.0,1.973988109,1.854515302,0.0,1.653669514,0.3576,0.35757928,2.072e-05,-2.072e-05,4.29318399999e-10,5.79418344518e-05,0.357637221834,0.3576
163,20,0.625,0.375,0.0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.919178886,4.05122227,3.312966007,0.0,1.8749107,3.191854195,0.0,1.848525571,0.0,0.0,0.0,1.730593869,1.073727918,0.0,0.0319,0.03515665,0.00325665,0.00325665,1.06057692225e-05,0.102089341693,0.137245991693,0.0384133
164,40,0.0,0.3125,0.6875,13.39217812,15.50447394,10.85419016,6.292458296,30.4010047,91.32271709,91.53675836,1.428432127,1.72495226,2.463977226,0.0,0.0,0.0,0.0,3.454223069,2.061594719,0.0,3.061809983,2.128172731,0.0,1.280410161,2.102211587,0.275,0.27688924,0.00188924,0.00188924,3.5692277776e-06,0.00686996363636,0.283759203636,0.27877848
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.820158518,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,1.948611822,3.52297268,2.04613518,2.273215382,3.497885253,2.149434559,3.542145294,2.612244494,2.116525045,1.300582307,0.721147298,2.158117915,0.2857,0.26819644,0.01750356,-0.01750356,0.000306374612674,0.0612655232762,0.329461963276,0.2857
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.2574731,90.00018811,3.983263172,1.031020064,4.10682425,2.961590927,2.999914683,1.872512543,3.177938485,2.934940391,1.901490303,3.143145134,3.119303662,1.917717849,1.699894593,1.658238434,1.077930282,0.1104,0.11607658,0.00567658,0.00567658,3.22235604964e-05,0.0514182971014,0.167494877101,0.12175316
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.0586681,90.00013929,3.859147828,1.006930634,3.885894169,2.514666933,3.211011621,1.895772115,3.262317562,3.225697354,1.910581202,3.21429717,2.633188837,1.91340198,1.62040399,0.96473387,1.901025581,0.1885,0.19399336,0.00549336,0.00549336,3.01770040896e-05,0.0291424933687,0.223135853369,0.19948672
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,3.22001974,3.235591834,1.909529981,3.241210908,3.265020839,1.924228029,3.237906092,3.29253348,1.896026145,1.563672672,1.485473276,1.602547124,0.2628,0.26922353,0.00642353,0.00642353,4.12617376609e-05,0.0244426560122,0.293666186012,0.27564706
171,80,0.40625,0.25,0.34375,11.32699457,24.40866467,6.24590452,6.146367017,89.99978848,104.7500943,90.00015933,3.907947134,1.016194526,3.971234487,3.027484,3.217705463,1.89744291,3.182388073,3.207973592,1.907349406,3.168830354,3.260461558,1.897019103,1.754127451,1.28613929,1.49970337,0.2264,0.22843269,0.00203269,0.00203269,4.1318286361e-06,0.00897831272085,0.237411002721,0.23046538
172,80,0.65625,0.34375,0.0,9.741426109,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,3.155698553,0.0,1.910366132,3.087088667,0.0,1.929018182,0.0,0.0,0.0,1.908098884,1.623561574,0.0,0.221,0.21427829,0.00672171,-0.00672171,4.51813853241e-05,0.0304149773756,0.244693267376,0.221
173,60,0.0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.337716391,2.000202505,2.675703675,0.0,0.0,0.0,0.0,3.179979397,2.033566312,0.0,3.061086122,2.033567167,0.0,2.045873288,1.36801175,0.1436,0.14049128,0.00310872,-0.00310872,9.6641400384e-06,0.0216484679666,0.162139747967,0.1436
175,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.03881149,0.0,1.944211886,3.034220531,0.0,1.938592604,0.0,0.0,0.0,1.954898729,1.875484414,0.0,0.0988,0.10223886,0.00343886,0.00343886,1.18257580996e-05,0.0348062753036,0.137045135304,0.10567772
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557853,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,3.180160937,3.029305905,1.894659933,3.17200228,3.233499649,1.890962228,3.237866194,3.197285066,1.91983954,1.578165753,1.485959135,1.278108873,0.1476,0.14641295,0.00118705,-0.00118705,1.4090877025e-06,0.00804234417344,0.154455294173,0.1476
177,40,0.625,0.0,0.375,11.47589639,14.73366674,5.998008376,5.997918252,120.0005137,89.9961099,90.00016239,2.456426503,1.000015026,2.456463413,0.0,3.054746408,2.063860369,0.0,0.0,0.0,3.260175314,0.0,1.995760609,2.052733835,0.0,1.823008007,0.453,0.35548341,0.09751659,-0.09751659,0.00950948532523,0.215268410596,0.570751820596,0.453
178,40,0.3125,0.375,0.3125,11.57697118,14.52069827,6.068813942,6.067756716,119.9988447,90.00627243,89.99838914,2.392674814,1.000174237,2.393091706,2.996915925,3.115643246,2.086673848,3.156962556,3.354098062,2.020487601,3.190791323,3.208122709,2.00742006,1.913073092,1.769596706,1.509013683,0.3759,0.32740074,0.04849926,-0.04849926,0.00235217822055,0.129021707901,0.456422447901,0.3759
180,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.268150882,89.99995874,104.9481126,90.00012774,3.870245282,1.010493235,3.910856674,3.303551194,3.271996101,1.89503853,2.888901668,3.224520545,1.915884205,3.272821706,3.219336561,1.923329088,1.334459845,1.420085694,1.697799349,0.1805,0.17495785,0.00554215,-0.00554215,3.07154266225e-05,0.030704432133,0.205662282133,0.1805
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,2.069381888,3.21313662,1.934687183,3.367556984,3.235452396,1.923129059,3.258226584,1.890690739,1.958873835,1.679139778,0.433329846,2.036134233,0.247,0.24780478,0.00080478,0.00080478,6.476708484e-07,0.00325821862348,0.251062998623,0.24860956
182,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,2.876660614,0.0,1.912760397,2.787321292,0.0,1.912720747,0.0,0.0,0.0,1.932439237,1.952059826,0.0,0.0527,0.05061896,0.00208104,-0.00208104,4.3307274816e-06,0.0394884250474,0.0901073850474,0.0527
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.466196006,1.697149077,2.488353197,3.01810221,3.026274553,1.903740249,3.136980994,3.233422548,1.910800112,3.165734332,3.22532392,1.911978025,1.204615556,1.571925835,1.492470614,0.3151,0.29057029,0.02452971,-0.02452971,0.000601706672684,0.0778473817836,0.368417671784,0.3151
185,80,0.0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.759519223,0.0,0.0,0.0,0.0,1.707308067,1.983447269,0.0,3.215749613,2.128446058,0.0,1.93985599,0.721043074,0.168,0.17092887,0.00292887,0.00292887,8.5782794769e-06,0.01743375,0.18836262,0.17385774
186,80,0.5,0.125,0.375,11.07130795,24.20479727,6.500243544,6.499864815,119.9947092,90.01505626,90.0100788,3.723675445,1.000058267,3.723892413,1.702482664,3.327543883,2.011142356,3.250021582,3.250116264,1.943750875,3.250070759,1.973432996,2.033606183,1.834500408,0.655744242,1.818917723,0.3377,0.32658736,0.01111264,-0.01111264,0.00012349076777,0.0329068403909,0.359494200391,0.3377
187,80,0.875,0.125,0.0,9.471201255,23.44100079,6.109682906,6.109335312,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,2.896933169,0.0,1.897509408,3.054502026,0.0,1.897509408,0.0,0.0,0.0,1.87767919,0.88851384,0.0,0.2256,0.21629885,0.00930115,-0.00930115,8.65113913225e-05,0.041228501773,0.257527351773,0.2256
188,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,3.158503135,2.618550379,1.914835448,2.656611619,3.041048529,1.924688948,1.200481625,3.239931852,1.918142917,0.825939691,1.902236531,1.365762447,0.2146,0.21282353,0.00177647,-0.00177647,3.1558456609e-06,0.00827805219012,0.22110158219,0.2146
189,40,0.0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.741307477,2.503142355,0.0,0.0,0.0,0.0,3.034549116,2.037605461,0.0,3.038137612,1.996021761,0.0,1.464775439,2.057454427,0.2983,0.28397575,0.01432425,-0.01432425,0.000205184138062,0.0480196111297,0.33199536113,0.2983
190,60,0.166666667,0.0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.0013694,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,0.0,3.208444285,2.103561396,0.0,0.0,0.0,2.730603988,0.0,2.103561919,1.075287375,0.0,2.103603425,0.1561,0.14761698,0.00848302,-0.00848302,7.19616283204e-05,0.0543434977578,0.201960477758,0.1561
191,80,0.21875,0.75,0.03125,10.41770616,23.9743828,6.335567848,6.33555024,119.9967149,90.00306778,90.00989268,3.784093766,1.000002779,3.784104283,3.167799771,1.003104304,2.022532878,3.089580966,0.981111806,1.953012921,3.5106309,3.16777512,1.828799337,1.004851924,1.936311252,0.196171842,0.2616,0.26431763,0.00271763,0.00271763,7.3855128169e-06,0.0103884938838,0.274706123884,0.26703526
192,20,0.875,0.125,0.0,9.825783202,12.00619851,5.698058622,2.9601018,89.99910604,90.00028135,103.9713649,2.107068268,1.924953602,4.056008651,1.892540335,0.0,1.851334375,3.208618925,0.0,1.794424201,0.0,0.0,0.0,1.836580376,0.451974344,0.0,0.0244,0.03696708,0.01256708,0.01256708,0.000157931499726,0.515044262295,0.552011342295,0.04953416
193,40,0.75,0.0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.712930253,1.836941289,0.0,3.224629411,1.848869154,0.0,0.0,0.0,3.114864495,0.0,1.825255055,1.907382829,0.0,1.216234879,0.2082,0.21525036,0.00705036,0.00705036,4.97075761296e-05,0.0338634005764,0.249113760576,0.22230072
194,80,0.1875,0.8125,0.0,10.36860347,23.9577515,6.322837994,6.322775451,119.9968032,90.00356996,90.00905578,3.789081979,1.000009892,3.78911946,3.161421345,0.0,1.915568776,2.969461395,0.0,1.971143833,0.0,0.0,0.0,0.986494659,1.901420345,0.0,0.192,0.18948282,0.00251718,-0.00251718,6.3361951524e-06,0.0131103125,0.2025931325,0.192
196,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.000015969,0.0,0.0,0.0,0.0,3.354005484,2.1682216,0.0,2.981369951,2.143049727,0.0,1.355154323,2.139922539,0.0577,0.05891518,0.00121518,0.00121518,1.4766624324e-06,0.0210603119584,0.0799754919584,0.06013036
198,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,1.263808068,3.102894165,2.008639233,3.15952017,3.159520154,2.008575073,3.102894166,1.263808061,2.008639237,1.713227102,0.66956759,1.713227084,0.2813,0.2487853,0.0325147,-0.0325147,0.00105720571609,0.115587273374,0.364372573374,0.2813
200,60,0.0,0.5,0.5,11.58472625,14.18623301,10.63794015,5.318441245,120.0005433,89.99992879,89.99950015,1.333550745,2.000198867,2.667366688,0.0,0.0,0.0,0.0,3.111436186,2.065839751,0.0,3.111436186,2.065839751,0.0,1.733856106,1.733856106,0.1576,0.16044211,0.00284211,0.00284211,8.0775892521e-06,0.0180336928934,0.178475802893,0.16328422
201,80,0.09375,0.625,0.28125,11.59805611,24.74998794,6.29980259,6.145943695,90.0001285,104.4779555,90.00011608,3.92869262,1.025034218,4.027044368,3.208303767,3.223203902,1.935871979,1.671390795,3.325938876,1.906801277,2.52223302,3.23810482,1.95912854,0.587820333,1.926442691,1.486257956,0.0559,0.05174602,0.00415398,-0.00415398,1.72555498404e-05,0.0743109123435,0.126056932343,0.0559
202,80,0.0,0.46875,0.53125,12.41984295,24.78148543,6.46638221,6.421747426,90.00029609,105.0881185,90.00007154,3.832357047,1.006950567,3.8589941,0.0,0.0,0.0,0.0,3.341090043,1.923421446,0.0,3.345096494,1.954642366,0.0,1.891681237,2.021483828,0.01,0.01277574,0.00277574,0.00277574,7.7047325476e-06,0.277574,0.29034974,0.01555148
204,80,0.40625,0.375,0.21875,10.72677042,10.2971503,9.44656121,8.822022849,90.00141838,90.00098147,90.00130344,1.090042193,1.070793102,1.167209661,3.130925288,3.010167289,1.863078935,3.08567444,2.763948238,1.858180167,3.127051024,3.274029642,1.882123771,1.669197762,1.609175615,0.985197733,0.1979,0.18169602,0.01620398,-0.01620398,0.00026256896784,0.0818796361799,0.26357565618,0.1979
205,80,0.21875,0.34375,0.4375,11.84328795,24.57880708,6.3516995,6.280869766,90.00002934,104.9269164,90.00011767,3.869642618,1.011277058,3.913280803,3.243214094,3.263144707,1.91520721,2.681113962,3.286952423,1.899367551,3.017778057,3.285272012,1.935311393,1.162536939,1.449769507,1.886948368,0.1127,0.10645636,0.00624364,-0.00624364,3.89830404496e-05,0.0554005323869,0.161856892387,0.1127
206,30,0.0,0.25,0.75,12.39652354,14.46656006,5.448610476,5.448083592,120.0009232,89.99887787,89.99930029,2.655091628,1.00009671,2.655348402,0.0,0.0,0.0,0.0,2.922245132,2.11427146,0.0,2.144746851,2.114258886,0.0,1.428008561,2.114310341,0.1591,0.14091191,0.01818809,-0.01818809,0.000330806617848,0.114318604651,0.255230514651,0.1591
207,80,0.0,0.375,0.625,12.63412094,24.90307374,6.845597109,6.845146758,119.9868437,90.00228805,89.99266257,3.637823457,1.000065791,3.638062794,0.0,0.0,0.0,0.0,3.598866693,1.97605603,0.0,3.634182092,2.193711496,0.0,1.679109296,2.312374378,0.0599,0.06712599,0.00722599,0.00722599,5.22149314801e-05,0.120634223706,0.187760213706,0.07435198
208,40,0.3125,0.375,0.3125,11.30162302,14.44642506,10.34922295,5.98263835,30.62888047,83.74258879,82.75310509,1.395894661,1.729876075,2.414724778,3.110034659,3.163169476,1.913801102,3.100287549,3.373180912,1.916340654,3.067881886,3.436794461,1.913176217,1.574868424,1.32156793,1.242703618,0.3234,0.30962237,0.01377763,-0.01377763,0.000189823088417,0.0426024427953,0.352224812795,0.3234
209,10,0.5,0.25,0.25,10.68654848,12.02200314,3.20381633,3.20366999,119.9966029,90.01471,90.00702588,3.752400856,1.000045679,3.752572262,3.528722449,3.52841084,1.84951888,3.528722449,0.0,2.119521993,3.52841084,0.0,2.119136205,1.930110503,0.706507331,1.70821233,0.1397,0.14708491,0.00738491,0.00738491,5.45368957081e-05,0.0528626342162,0.199947544216,0.15446982
210,80,0.5,0.25,0.25,10.43407013,9.415823222,9.415540041,9.415431084,90.00266574,89.99759539,90.00311589,1.000030076,1.000011572,1.000041648,3.228843304,3.197518354,1.987973321,3.11489605,3.112847273,1.991257236,3.118955987,3.167282897,1.997824832,1.919728528,1.257014177,1.469041879,0.2207,0.22040426,0.00029574,-0.00029574,8.74621476e-08,0.00134000906208,0.221744269062,0.2207
211,40,0.8125,0.1875,0.0,9.808033147,13.94225596,9.922493289,5.71474396,29.75398092,90.61289533,90.70510122,1.405116189,1.736297087,2.439699146,3.268771342,0.0,1.918696562,3.163696141,0.0,1.863621315,0.0,0.0,0.0,1.784067288,0.933557874,0.0,0.2565,0.16774453,0.08875547,-0.08875547,0.00787753345492,0.346025224172,0.513769754172,0.2565
212,80,0.3125,0.0,0.6875,12.39073622,24.41537168,6.519143054,6.46495281,89.99999303,90.00010438,105.5676502,3.74518115,1.008382156,3.776573843,0.0,3.265121367,1.923724097,0.0,0.0,0.0,3.303448808,0.0,1.916364036,1.801000865,0.0,1.978542614,0.3328,0.32118149,0.01161851,-0.01161851,0.00013498977462,0.0349113882212,0.356092878221,0.3328
213,80,0.3125,0.1875,0.5,11.77362265,10.65294165,9.720951534,9.095399374,90.00152812,90.00044965,89.99967802,1.095874371,1.068776767,1.171245067,2.89916063,3.149414295,1.93373555,3.245865253,3.236199346,1.910215102,3.249787164,3.103495237,1.92649905,1.724125774,1.149100745,1.92113706,0.2596,0.26051502,0.00091502,0.00091502,8.372616004e-07,0.00352473035439,0.264039750354,0.26143004
214,80,0.0625,0.03125,0.90625,13.50180796,25.21829499,7.032424936,7.031781728,119.9850682,90.01872813,89.98519378,3.586002726,1.000091472,3.586330743,0.0,3.515890864,2.029941683,0.0,3.515890864,2.029941683,2.27901217,1.139506085,2.17991946,0.425988257,0.212994128,2.083802771,0.1734,0.2069984,0.0335984,0.0335984,0.00112885248256,0.193762399077,0.400760799077,0.2405968
215,80,0.6875,0.21875,0.09375,9.958284567,10.02702037,9.233174115,8.605014336,90.0036286,90.00128026,90.00208339,1.085977611,1.072999272,1.165253186,3.002819872,2.311262164,1.823932788,3.067387952,3.176123585,1.808561754,3.059507676,3.141242247,1.806095818,1.894894636,1.069802695,0.68171805,0.1411,0.14024715,0.00085285,-0.00085285,7.273531225e-07,0.00604429482636,0.146291444826,0.1411
216,80,0.0,0.25,0.75,12.75936865,10.06874323,10.06866969,10.0686632,89.9977123,90.00149458,90.00168185,1.000007304,1.000000645,1.000007948,0.0,0.0,0.0,0.0,3.328727824,2.136410373,0.0,3.231036394,2.127047557,0.0,1.659931493,2.127683718,0.0815,0.08152569,2.569e-05,2.569e-05,6.599761e-10,0.000315214723926,0.0818409047239,0.08155138
217,40,0.4375,0.5625,0.0,10.33929438,14.22967985,9.975772166,5.776534014,30.29262659,90.72965421,90.84782701,1.426423901,1.726947706,2.463359484,3.099865212,0.0,1.981180274,3.110831245,0.0,1.926989192,0.0,0.0,0.0,1.562544542,1.482306642,0.0,0.1448,0.13111593,0.01368407,-0.01368407,0.000187253771765,0.0945032458564,0.225619175856,0.1448
218,80,0.1875,0.09375,0.71875,12.71508385,10.95403353,9.954259714,9.328808591,90.00100304,90.00031548,89.99798341,1.100436782,1.067045123,1.174215702,2.899801648,3.25739789,1.979052971,3.437074638,3.228427077,1.957359005,3.42101877,2.681619726,1.978887162,1.196180889,0.766811656,1.981717405,0.2473,0.25534989,0.00804989,0.00804989,6.48007290121e-05,0.0325511120097,0.28790100201,0.26339978
220,40,0.375,0.625,0.0,10.0967816,9.272915072,8.65095232,5.034574289,90.00188988,90.00216212,90.00019855,1.071895293,1.718308604,1.841846905,3.111858723,0.0,1.850623807,3.147878806,0.0,1.812966809,0.0,0.0,0.0,1.624587068,1.883505665,0.0,0.0377,0.04055607,0.00285607,0.00285607,8.1571358449e-06,0.0757578249337,0.116313894934,0.04341214
221,80,0.0,0.96875,0.03125,10.73279231,24.13917674,6.408622416,6.408521857,119.9937606,90.00855784,89.99631075,3.766671708,1.000015691,3.766730812,0.0,0.0,0.0,0.0,0.995148068,1.981500025,0.0,3.204260929,2.121804248,0.0,1.935451036,0.390967069,0.1765,0.1723897,0.0041103,-0.0041103,1.689456609e-05,0.0232878186969,0.195677518697,0.1765
222,80,0.21875,0.40625,0.375,11.49849091,10.55811901,9.650690406,9.02788247,90.00014922,90.00054857,90.00018398,1.094027325,1.068987156,1.169501159,3.276853301,3.252023566,1.897342576,3.137819546,3.216965025,1.907455093,2.761092277,3.250552281,1.920274089,1.084252565,1.668343132,1.690535227,0.2074,0.21721691,0.00981691,0.00981691,9.63717219481e-05,0.0473332208293,0.264550130829,0.22703382
223,80,0.78125,0.125,0.09375,9.854312973,23.63182472,6.206713935,6.206372655,120.002486,90.01284229,90.00534237,3.80746156,1.000054989,3.807670927,2.346867419,2.250860203,1.920381294,3.103157055,3.278956526,1.925626687,3.103157055,3.220262819,1.970368184,1.903714352,0.857514871,0.953922152,0.2809,0.28377652,0.00287652,0.00287652,8.2743673104e-06,0.0102403702385,0.294016890239,0.28665304
225,30,0.833333333,0.166666667,0.0,8.982147107,13.20990611,4.853439677,4.853208497,120.0016651,89.98641872,90.01458218,2.721761676,1.000047634,2.721891326,2.477422265,0.0,1.889863396,2.698942338,0.0,1.889896138,0.0,0.0,0.0,1.890000001,1.299327437,0.0,0.0279,0.02965902,0.00175902,0.00175902,3.0941513604e-06,0.063047311828,0.092706331828,0.03141804
226,40,0.5625,0.125,0.3125,11.48008991,14.69024345,6.012060143,6.010385125,120.0397047,90.06768749,88.1058529,2.44346249,1.000278687,2.444143452,2.479409816,3.126470965,1.985359441,2.942260851,2.960843808,2.011290027,2.91477136,1.817843338,2.009745621,1.980529378,1.040106351,1.798907884,0.4139,0.40187192,0.01202808,-0.01202808,0.000144674708486,0.0290603527422,0.430932272742,0.4139
227,40,0.625,0.25,0.125,10.40489646,14.20201829,10.11501142,5.829225072,29.82314173,91.7648478,92.01788136,1.404053609,1.73522403,2.436347562,3.25573965,1.25874577,1.947642189,3.126526682,2.41391728,1.916230551,2.914732058,2.924857235,1.995466558,1.842143742,1.11818716,0.67467127,0.2581,0.28476291,0.02666291,0.02666291,0.000710910769668,0.103304571871,0.388067481871,0.31142582
228,40,0.5,0.1875,0.3125,11.48207679,14.65535334,6.015571196,6.015509486,119.9989811,89.98894947,90.0062485,2.436236371,1.000010258,2.436261363,2.815633205,3.320310809,2.037277507,3.172252913,3.168781716,2.022514903,3.207398787,3.308034801,2.010764925,1.851527491,1.012420854,1.591313185,0.295,0.33973954,0.04473954,0.04473954,0.00200162643941,0.151659457627,0.491398997627,0.38447908
229,80,0.375,0.25,0.375,10.98631833,9.579024127,9.578834758,9.578736315,90.00235455,89.99760099,90.00267055,1.00001977,1.000010277,1.000030047,3.173069941,3.170279456,2.032469823,3.164737886,3.283768524,2.019109696,3.203011822,3.293160117,2.023563999,1.787284539,1.367387692,1.796056032,0.2176,0.21704238,0.00055762,-0.00055762,3.109400644e-07,0.00256259191176,0.219604971912,0.2176
231,80,0.0625,0.46875,0.46875,12.04509548,10.73515855,9.789875466,9.168844422,89.99890905,90.00026804,89.99927634,1.096557212,1.06773275,1.170830047,3.270995536,3.17980082,1.907041518,1.835020378,3.254280998,1.947245077,1.785863419,3.260574141,1.938084062,0.537794025,1.818900247,1.719247173,0.2092,0.2180285,0.0088285,0.0088285,7.794241225e-05,0.0422012428298,0.26022974283,0.226857
