id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,soap_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
96,80,0.28125,0.3125,0.40625,11.48352936,24.40958873,6.5922052639999995,6.591875825,119.9920512,90.01106019,90.0041692,3.702795613,1.000049977,3.702980666,2.053313835,2.03826981,2.027821588,,,0.3576,0.35757928,2.0719999999974092e-05,-2.0719999999974092e-05,4.293183999989264e-10,5.794183445182912e-05,0.35763722183445185,0.3576
97,80,0.5625,0.09375,0.34375,10.90051668,10.36275262,9.492965423,8.864618334,90.00341205,90.00073823,90.00098542,1.091624393,1.070882588,1.169001555,1.882726972,1.873236282,1.8655144590000001,,,0.2451,0.2544231,0.0093231,0.0093231,8.692019361000001e-05,0.03803794369645043,0.29246104369645043,0.26374620000000004
98,80,0.0,0.65625,0.34375,11.90180871,24.83096149,6.36144486,6.2291837999999995,90.00025002,104.6112719,90.00009326,3.903352467,1.021232486,3.986230345,0.0,1.918218169,1.96443494,,,0.0226,0.01497258,0.007627419999999999,-0.007627419999999999,5.817753585639999e-05,0.33749646017699114,0.35246904017699116,0.0226
100,20,0.25,0.0,0.75,12.65696145,12.23192314,6.596236778,3.25885368,90.00007848,90.00008759,105.69227279999998,1.8543790269999998,2.024097252,3.7534434930000002,1.925981114,0.0,1.925981114,,,0.3372,0.31433164,0.022868359999999976,-0.022868359999999976,0.0005229618890895989,0.06781838671411618,0.3821500267141162,0.3372
102,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.837106831,1.894017005,0.0,,,0.0408,0.04398713,0.0031871299999999964,0.0031871299999999964,1.0157797636899977e-05,0.07811593137254892,0.12210306137254892,0.047174259999999996
103,80,0.5,0.1875,0.3125,10.89013506,10.35730674,9.490310185,8.8633114,90.0026934,90.00077095,90.00102321,1.091355977,1.070740918,1.1685595,1.87448847,1.87994697,1.873555967,,,0.2179,0.21588115,0.0020188500000000165,-0.0020188500000000165,4.075755322500067e-06,0.009265029830197414,0.2251461798301974,0.2179
104,40,0.4375,0.375,0.1875,11.055596699999999,14.51557475,5.931171442,5.930909163,119.9963919,89.99369652,90.00557921,2.447336903,1.000044222,2.44744513,2.00709836,2.027119164,1.94306041,,,0.2716,0.31536958,0.043769579999999975,0.043769579999999975,0.0019157761333763977,0.16115456553755514,0.4765241455375551,0.35913915999999996
105,40,0.3125,0.625,0.0625,10.89231558,14.51241733,5.887934927000001,5.887776992999999,120.0009852,90.00189678,89.99638205,2.464772031,1.000026824,2.464838146,1.977361014,2.011192969,2.0454521740000002,,,0.3572,0.28840190000000004,0.06879809999999997,-0.06879809999999997,0.0047331785636099966,0.1926038633818588,0.48100576338185885,0.3572
106,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0892,0.09397688,0.004776879999999997,0.004776879999999997,2.2818582534399974e-05,0.05355246636771297,0.14752934636771298,0.09875376
107,30,0.75,0.166666667,0.083333333,9.31405991,13.34490822,4.917248582,4.916986225,120.00156709999999,89.98829662,90.01271722,2.7138974160000005,1.000053357,2.714042222,1.9136102019999999,1.9136137130000002,1.913645297,,,0.0981,0.09326904,0.004830960000000009,-0.004830960000000009,2.333817452160009e-05,0.04924525993883801,0.14251429993883802,0.0981
108,80,0.53125,0.21875,0.25,10.39057755,9.402729811,9.402451239,9.402311382999999,90.00253882,89.99780988,90.00306021,1.000029628,1.000014875,1.000044503,1.98964672,1.985676578,1.988484245,,,0.2136,0.22100352,0.007403519999999997,0.007403519999999997,5.481210839039995e-05,0.03466067415730335,0.25566419415730335,0.22840704
109,80,0.34375,0.40625,0.25,10.6533546,9.481290367,9.481029709,9.480984082,90.00329566,90.00339172,89.99653191,1.000027493,1.000004812,1.000032305,2.008105322,2.00459329,2.00180014,,,0.1995,0.19332432,0.006175680000000017,-0.006175680000000017,3.8139023462400204e-05,0.030955789473684294,0.2242801094736843,0.1995
111,40,0.1875,0.5,0.3125,11.7388911,14.84211714,10.39670498,6.023910464,30.34833609,91.02845091,91.19526189,1.427578946,1.7259062930000002,2.463867488,1.972242676,2.0135357369999998,2.038221645,,,0.3546,0.30241456,0.05218544000000003,-0.05218544000000003,0.002723320147993603,0.14716706147772143,0.4495816214777214,0.3546
112,30,0.25,0.75,0.0,9.734190339,13.50089569,4.997859211000001,4.997417851,120.00036100000001,89.99660641,90.00479006,2.7013357360000003,1.000088318,2.7015743110000003,1.943251066,1.943233059,0.0,,,0.0712,0.07096735,0.0002326500000000009,-0.0002326500000000009,5.4126022500000423e-08,0.0032675561797752936,0.0742349061797753,0.0712
113,80,0.53125,0.21875,0.25,10.64940155,10.27337289,9.42536061,8.798409351,90.00275903,90.00089808,90.00134617,1.089971335,1.071257341,1.167639795,1.858743847,1.858589412,1.8677607969999999,,,0.2286,0.21832070000000003,0.010279299999999963,-0.010279299999999963,0.00010566400848999925,0.04496631671041104,0.2632870167104111,0.2286
114,10,0.75,0.0,0.25,10.35365677,11.92808058,3.165986713,3.165777362,119.99922759999998,90.01183976,90.01397408,3.76757127,1.0000661290000001,3.767820417,1.9171882080000002,0.0,2.0960501959999998,,,0.2445,0.27744159,0.03294159000000002,0.03294159000000002,0.0010851483517281013,0.13473042944785285,0.41217201944785287,0.31038318000000004
115,80,0.78125,0.03125,0.1875,10.12813513,23.75233613,6.276343656,6.275943731,120.00068200000001,90.01133586,90.0113905,3.784422497,1.000063723,3.784663653,1.961894917,1.811516065,1.9010272869999998,,,0.366,0.40277391,0.03677391000000002,0.03677391000000002,0.0013523204566881016,0.10047516393442629,0.5032490739344263,0.43954782000000003
116,80,0.6875,0.0625,0.25,10.43239796,10.20032988,9.365723769,8.73611962,90.00425179,90.00088768,90.00155725,1.089112826,1.072069085,1.167604191,1.8461904319999998,1.896202124,1.84135739,,,0.1914,0.19650171,0.005101710000000009,0.005101710000000009,2.6027444924100096e-05,0.026654702194357418,0.22315641219435742,0.20160342
118,80,0.5625,0.0,0.4375,10.90678327,9.555877659,9.55577247,9.555431187,90.00119878,89.99929646,90.00201079,1.000011008,1.000035716,1.0000467240000002,2.021640258,0.0,2.0199500930000003,,,0.2695,0.26672845,0.0027715500000000115,-0.0027715500000000115,7.681489402500064e-06,0.010284044526901712,0.27701249452690174,0.2695
119,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9968145380000002,2.006485014,1.9991554759999999,,,0.2322,0.22025531,0.01194468999999998,-0.01194468999999998,0.00014267561919609952,0.0514413867355727,0.27169669673557273,0.2322
120,80,0.25,0.75,0.0,10.28112818,23.91069515,6.302315371000001,6.302280688,119.9976477,90.00213661,90.01206852,3.7939540860000003,1.000005503,3.793974965,1.95462139,1.9546744669999998,0.0,,,0.2151,0.20748906,0.0076109400000000105,-0.0076109400000000105,5.792640768360016e-05,0.03538326359832641,0.24287232359832642,0.2151
121,80,0.625,0.0,0.375,10.91090859,10.36820064,9.495620894,8.865926881,90.00412272,90.00072418,90.00095227,1.091892858,1.071024048,1.1694435090000002,1.888241422,0.0,1.8572526169999999,,,0.2269,0.23943003,0.012530029999999998,0.012530029999999998,0.00015700165180089994,0.05522269722344644,0.29465272722344643,0.25196006
122,20,0.25,0.5,0.25,11.29529074,12.29790596,6.081997578999999,3.11893722,89.99994141,90.00014536,104.4479396,2.022017569,1.950022444,3.9429796410000004,1.947221017,1.9100712359999998,1.872921454,,,0.2111,0.23174283,0.02064283,0.02064283,0.0004261264304089,0.09778697299857887,0.32952980299857887,0.25238566
123,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154694081,2.154671974,2.162284067,,,0.0414,0.04035006,0.0010499399999999992,-0.0010499399999999992,1.1023740035999984e-06,0.025360869565217374,0.06571092956521737,0.0414
124,40,0.0,0.1875,0.8125,13.73625458,15.08943636,6.484797463,6.483833594,120.0007621,90.01490639,90.01052768,2.326894008,1.000148657,2.327239918,0.0,2.127419056,2.114567349,,,0.2362,0.28719754,0.05099753999999998,0.05099753999999998,0.002600749086051598,0.2159082980524978,0.5031058380524978,0.33819508
125,80,0.21875,0.03125,0.75,12.41389047,9.977119906,9.977004874,9.976828814,89.99912391,90.00080586,90.00110828,1.00001153,1.000017647,1.000029177,2.1070227999999998,2.103043921,2.1111679519999997,,,0.1653,0.16690104,0.001601039999999998,0.001601039999999998,2.5633290815999937e-06,0.009685662431941912,0.1765867024319419,0.16850208
126,80,0.5625,0.4375,0.0,9.631379124,9.167999701,9.167547187,9.1674959,90.00420246,90.00443049,89.99631888,1.00004936,1.000005594,1.000054955,1.9437804840000001,1.932416247,0.0,,,0.0951,0.10732052,0.012220519999999999,0.012220519999999999,0.00014934110907039997,0.1285017875920084,0.2358223075920084,0.11954104
128,80,0.8125,0.03125,0.15625,9.996963521,23.68870414,6.24396778,6.243566991000001,120.0016032,90.01059690000001,90.01031386,3.7938543210000004,1.000064192,3.7940978569999997,1.926067189,2.070406937,1.96310575,,,0.3179,0.32511578,0.007215780000000005,0.007215780000000005,5.206748100840007e-05,0.022698269896193786,0.3478140498961938,0.33233156
129,80,0.5,0.0625,0.4375,11.2669905,24.2852174,6.546560101,6.5461413539999995,119.9938241,90.01577403,90.01132596,3.7096149769999998,1.0000639690000002,3.7098522760000003,2.024506935,1.88963768,2.043773972,,,0.3519,0.33891855,0.012981450000000005,-0.012981450000000005,0.00016851804410250015,0.03688959931798808,0.37580814931798806,0.3519
131,30,0.5,0.41666666700000005,0.083333333,9.639152593,13.46961831,4.979145098,4.978792897,120.0010108,89.99260288,90.00856009,2.7052070269999997,1.00007074,2.705398394,1.9364929819999999,1.936484303,1.936536395,,,0.1295,0.11126848,0.01823152,-0.01823152,0.00033238832151040004,0.14078393822393823,0.2520524182239382,0.1295
132,40,0.0,0.25,0.75,13.66536936,15.28049068,6.427929026,6.426012543,119.99976559999999,90.00980615,89.99987420000001,2.377202769,1.000298238,2.3779117419999998,0.0,2.205895228,2.11417351,,,0.3156,0.33698393,0.021383929999999995,0.021383929999999995,0.0004572724622448998,0.06775643219264892,0.4047403621926489,0.35836786
133,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935598647,1.935636542,0.0,,,0.0782,0.08654651,0.008346509999999988,0.008346509999999988,6.966422918009979e-05,0.10673286445012771,0.19327937445012772,0.09489301999999998
134,80,0.09375,0.375,0.53125,11.89270443,9.835409281,9.835352035,9.835314863999999,90.00252940000001,90.00237237,89.99681286,1.00000582,1.000003779,1.0000096,2.082315464,2.080028544,2.079628289,,,0.155,0.16424523,0.009245229999999993,0.009245229999999993,8.547427775289988e-05,0.05964664516129028,0.22389187516129028,0.17349045999999999
136,80,0.03125,0.125,0.84375,13.41274525,11.165743199999998,10.11996732,9.496004643,89.99981851,90.00017318,89.99662108,1.103337871,1.065707916,1.1758359040000002,1.9948505319999998,2.012935684,2.013601538,,,0.1808,0.19189298,0.011092980000000002,0.011092980000000002,0.00012305420528040004,0.06135497787610621,0.2532479578761062,0.20298596
137,80,0.03125,0.09375,0.875,13.52689732,11.2004103,10.14648147,9.522232526,89.99991109,90.00021497,89.99639087,1.10387136,1.065556994,1.176237849,2.063121934,2.012703181,2.01759418,,,0.2245,0.21063793,0.013862070000000004,-0.013862070000000004,0.0001921569846849001,0.06174641425389757,0.27238434425389757,0.2245
138,80,0.5625,0.0,0.4375,10.90678327,9.555877659,9.55577247,9.555431187,90.00119878,89.99929646,90.00201079,1.000011008,1.000035716,1.0000467240000002,2.0231201530000003,0.0,2.0180473709999998,,,0.2413,0.26266451,0.02136451000000003,0.02136451000000003,0.0004564422875401013,0.0885392043099877,0.3512037143099877,0.2840290200000001
139,80,0.40625,0.28125,0.3125,11.24430511,24.41691412,6.22841496,6.114270772,89.99977905,104.66827990000002,90.00016318,3.920245243,1.0186684879999999,3.9934302930000003,1.891280453,1.8806978490000001,1.924866295,,,0.1294,0.13807118,0.00867118,0.00867118,7.518936259240001e-05,0.06701066460587327,0.20508184460587325,0.14674236
140,80,0.3125,0.4375,0.25,10.69757698,9.494383813999999,9.494149446,9.494072896,90.00342074,90.00344637,89.99632099,1.000024686,1.000008063,1.000032749,2.0091934069999997,2.005034449,2.011182423,,,0.1875,0.19517072,0.007670719999999992,0.007670719999999992,5.8839945318399877e-05,0.040910506666666624,0.23608122666666662,0.20284143999999998
142,40,0.8125,0.0,0.1875,10.07163486,9.264996973999999,8.633845419,5.036286353,90.00096943,90.00190705,90.00517805,1.073102022,1.7143277430000001,1.8396485669999998,1.831532449,0.0,1.8027682790000001,,,0.2383,0.21234861,0.02595139000000002,-0.02595139000000002,0.000673474642932101,0.10890218212337398,0.321250792123374,0.2383
143,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.911037901,1.886506575,0.0,,,0.2388,0.22280201,0.015997990000000017,-0.015997990000000017,0.00025593568404010054,0.06699325795644898,0.28979526795644894,0.2388
145,40,0.75,0.0,0.25,10.72760785,14.17509619,5.912502347,5.911991095,119.99968799999999,90.00637041,89.99445707,2.397478319,1.000086477,2.397685646,1.9546302709999999,0.0,2.034929486,,,0.4211,0.44218147,0.021081470000000047,0.021081470000000047,0.000444428377360902,0.05006285917834255,0.4922443291783426,0.46326294000000007
146,80,0.875,0.125,0.0,9.436838609,9.835386333999999,9.082090388,8.451606596,90.00497582,90.00144522,90.00239719,1.082943014,1.074599283,1.163729786,1.7849044090000001,1.793249886,0.0,,,0.0536,0.04753564,0.006064360000000005,-0.006064360000000005,3.6776462209600057e-05,0.11314104477611948,0.1606766847761195,0.0536
147,20,0.125,0.625,0.25,11.46981781,12.36287424,6.107521189,3.13671265,90.0000846,90.00012508,104.404871,2.024204887,1.947108923,3.941347398,1.8834791530000001,1.942934653,1.8834791530000001,,,0.2215,0.22356271,0.0020627099999999954,0.0020627099999999954,4.254772544099981e-06,0.009312460496613974,0.23287517049661396,0.22562542
148,40,0.625,0.375,0.0,10.05519255,14.05838179,10.00734749,5.763035464,29.74384868,90.71708836,90.82482011,1.4048059990000001,1.7364716130000002,2.43940574,1.9195811459999998,1.930270525,0.0,,,0.2175,0.19528679,0.02221321000000001,-0.02221321000000001,0.0004934266985041005,0.10212970114942534,0.2974164911494253,0.2175
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.3511514810000005,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,1.914209746,1.924797026,1.9480890430000002,,,0.1044,0.0895979,0.014802100000000012,-0.014802100000000012,0.00021910216441000036,0.14178256704980854,0.23138046704980852,0.1044
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.00099579999998,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,2.0637475430000003,2.063717154,2.063760636,,,0.1663,0.17862192,0.012321919999999986,0.012321919999999986,0.00015182971248639966,0.07409452796151525,0.25271644796151527,0.19094383999999998
152,30,0.5,0.5,0.0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.7099457030000003,1.000071234,2.710138742,1.920370005,1.920370005,0.0,,,0.0697,0.06768691,0.002013089999999995,-0.002013089999999995,4.052531348099981e-06,0.028882209469153448,0.09656911946915345,0.0697
154,80,0.9375,0.0625,0.0,9.396569196,23.39412035,6.091704967999999,6.091308478999999,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.883202689,2.0261499769999998,0.0,,,0.2022,0.19876026,0.0034397399999999967,-0.0034397399999999967,1.1831811267599977e-05,0.01701157270029672,0.2157718327002967,0.2022
155,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.101660688,2.098972841,,,0.1117,0.11695351,0.005253510000000003,0.005253510000000003,2.759936732010003e-05,0.04703231871083262,0.16398582871083262,0.12220702
156,20,0.375,0.625,0.0,10.47222242,12.26594389,5.800387579,3.03120355,89.99971937,90.00019851,103.7911008,2.1146766009999998,1.913559246,4.046558962,1.9020420759999999,1.8756989309999998,0.0,,,0.0247,0.02168748,0.003012520000000001,-0.003012520000000001,9.075276750400007e-06,0.12196437246963568,0.1436518524696357,0.0247
158,30,1.0,0.0,0.0,8.774593311,13.12676764,4.812184045,4.812013398,120.00205279999999,89.98331708,90.01743591,2.727819119,1.000035463,2.727915854,1.874621713,0.0,0.0,,,0.0,0.03401093,0.03401093,0.03401093,0.0011567433594649001,0.0,0.03401093,0.06802186
159,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.914116312,1.91261783,0.0,,,0.0907,0.08901603,0.0016839700000000069,-0.0016839700000000069,2.835754960900023e-06,0.018566372657111432,0.10758240265711143,0.0907
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.9019501019999998,1.9512176019999998,,,0.0563,0.05853277,0.002232769999999995,0.002232769999999995,4.985261872899978e-06,0.039658436944937744,0.09819120694493774,0.06076553999999999
161,80,0.40625,0.3125,0.28125,10.92415227,10.36647274,9.499583348,8.87446467,90.00166053,90.00081759,90.00101514,1.091255517,1.0704401559999999,1.168123726,1.871196298,1.879639815,1.88277881,,,0.2194,0.20759342,0.011806580000000011,-0.011806580000000011,0.00013939533129640026,0.05381303555150415,0.26140645555150416,0.2194
163,20,0.625,0.375,0.0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.9191788859999999,4.05122227,1.8749107,1.848525571,0.0,,,0.0319,0.03515665,0.00325665,0.00325665,1.0605769222499998e-05,0.10208934169278996,0.13724599169278995,0.0384133
165,40,0.0,0.0625,0.9375,14.628770600000001,15.77266067,6.545421397999999,6.544497836000001,119.9957432,90.02544423,90.01545116,2.40972425,1.00014112,2.4100643109999997,0.0,2.050445886,2.201042054,,,0.3142,0.30498466,0.00921533999999996,-0.00921533999999996,8.492249131559927e-05,0.029329535327816555,0.3343141953278166,0.3142
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.8201585179999995,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,2.04613518,2.149434559,2.116525045,,,0.2857,0.26819644,0.01750356000000003,-0.01750356000000003,0.000306374612673601,0.061265523276163907,0.3294619632761639,0.2857
167,80,0.3125,0.34375,0.34375,11.24042449,24.30564885,6.536004576,6.53571337,119.9932017,90.01141346,90.00477655,3.7187319210000003,1.000044556,3.718897613,1.994893953,2.058904332,2.009614215,,,0.3267,0.33938499,0.012684990000000007,0.012684990000000007,0.0001609089713001002,0.03882764003673097,0.37821263003673095,0.35206998
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.25747309999998,90.00018811,3.983263172,1.031020064,4.10682425,1.872512543,1.901490303,1.917717849,,,0.1104,0.11607658,0.0056765800000000005,0.0056765800000000005,3.2223560496400004e-05,0.05141829710144928,0.16749487710144928,0.12175316
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.05866809999999,90.00013929,3.8591478280000002,1.0069306340000002,3.8858941689999997,1.895772115,1.910581202,1.91340198,,,0.1885,0.19399336,0.005493360000000003,0.005493360000000003,3.017700408960003e-05,0.02914249336870028,0.2231358533687003,0.19948672
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,1.909529981,1.924228029,1.896026145,,,0.2628,0.26922353,0.006423530000000011,0.006423530000000011,4.126173766090013e-05,0.024442656012176604,0.2936661860121766,0.27564706
172,80,0.65625,0.34375,0.0,9.741426108999999,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,1.9103661319999998,1.9290181819999999,0.0,,,0.221,0.21427829,0.006721709999999992,-0.006721709999999992,4.518138532409989e-05,0.030414977375565574,0.24469326737556557,0.221
173,60,0.0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.3377163909999998,2.000202505,2.675703675,0.0,2.033566312,2.0335671669999997,,,0.1436,0.14049128,0.0031087200000000093,-0.0031087200000000093,9.664140038400058e-06,0.02164846796657388,0.16213974796657388,0.1436
174,40,0.0625,0.625,0.3125,11.92900427,14.92327815,10.44980104,6.055372695,30.35929128,91.06906899,91.24315969,1.428092085,1.725707329,2.4644689769999997,1.91001801,2.044830288,2.025482502,,,0.3007,0.28186515,0.018834850000000014,-0.018834850000000014,0.00035475157452250053,0.0626366810774859,0.3445018310774859,0.3007
175,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944211886,1.938592604,0.0,,,0.0988,0.10223886,0.003438860000000002,0.003438860000000002,1.1825758099600014e-05,0.03480627530364375,0.13704513530364376,0.10567772
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.894659933,1.890962228,1.91983954,,,0.1476,0.14641295,0.0011870500000000228,-0.0011870500000000228,1.4090877025000542e-06,0.00804234417344189,0.15445529417344186,0.1476
179,80,0.625,0.125,0.25,10.26082539,9.363449617,9.363184836,9.362952297,90.00215619,89.99845699,90.00289225,1.0000282790000001,1.000024836,1.000053116,1.981483119,1.9801788969999998,1.9769173869999999,,,0.2415,0.24259853,0.0010985300000000142,0.0010985300000000142,1.2067681609000313e-06,0.004548778467908961,0.24714730846790897,0.24369706000000002
180,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.2681508820000005,89.99995874,104.94811259999999,90.00012774,3.870245282,1.010493235,3.9108566739999997,1.89503853,1.915884205,1.923329088,,,0.1805,0.17495785,0.005542149999999996,-0.005542149999999996,3.0715426622499955e-05,0.030704432132963966,0.20566228213296397,0.1805
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,1.934687183,1.923129059,1.958873835,,,0.247,0.24780478,0.0008047800000000049,0.0008047800000000049,6.476708484000079e-07,0.0032582186234818016,0.2510629986234818,0.24860956
182,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.9127603969999998,1.9127207469999998,0.0,,,0.0527,0.05061896,0.0020810399999999993,-0.0020810399999999993,4.330727481599997e-06,0.03948842504743832,0.09010738504743832,0.0527
183,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.900296499,1.924868726,0.0,,,0.2201,0.21336728,0.006732719999999998,-0.006732719999999998,4.532951859839997e-05,0.030589368468877772,0.24395664846887777,0.2201
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.4661960059999999,1.697149077,2.488353197,1.9037402490000002,1.9108001119999998,1.911978025,,,0.3151,0.29057029,0.024529709999999982,-0.024529709999999982,0.0006017066726840991,0.07784738178356072,0.3684176717835607,0.3151
185,80,0.0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226000001,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.7595192230000003,0.0,1.983447269,2.128446058,,,0.168,0.17092887,0.00292887,0.00292887,8.5782794769e-06,0.017433749999999998,0.18836262,0.17385774
187,80,0.875,0.125,0.0,9.471201255,23.44100079,6.109682906000001,6.109335312000001,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,1.8975094080000001,1.8975094080000001,0.0,,,0.2256,0.21629885,0.009301150000000008,-0.009301150000000008,8.651139132250015e-05,0.04122850177304968,0.25752735177304964,0.2256
188,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.924688948,1.918142917,,,0.2146,0.21282353,0.0017764700000000022,-0.0017764700000000022,3.155845660900008e-06,0.008278052190121165,0.2211015821901212,0.2146
189,40,0.0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.7413074769999999,2.503142355,0.0,2.037605461,1.996021761,,,0.2983,0.28397575,0.014324249999999983,-0.014324249999999983,0.0002051841380624995,0.04801961112973511,0.33199536112973516,0.2983
190,60,0.166666667,0.0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.00136940000002,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,2.103561396,0.0,2.103561919,,,0.1561,0.14761698,0.00848301999999998,-0.00848301999999998,7.196162832039967e-05,0.05434349775784741,0.20196047775784742,0.1561
193,40,0.75,0.0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.7129302530000001,1.836941289,1.848869154,0.0,1.825255055,,,0.2082,0.21525036,0.0070503600000000055,0.0070503600000000055,4.970757612960008e-05,0.033863400576368906,0.24911376057636891,0.22230072
194,80,0.1875,0.8125,0.0,10.36860347,23.9577515,6.3228379939999995,6.322775451,119.99680320000002,90.00356996,90.00905578,3.7890819789999997,1.000009892,3.78911946,1.915568776,1.9711438330000002,0.0,,,0.192,0.18948282,0.0025171800000000077,-0.0025171800000000077,6.336195152400039e-06,0.01311031250000004,0.20259313250000005,0.192
195,80,0.375,0.1875,0.4375,11.44586414,24.37924355,6.585523136,6.585144716,119.99260259999998,90.01411813,90.00685098,3.7019448639999997,1.000057466,3.702157599,2.013487339,1.9910350190000001,2.074778814,,,0.3036,0.30946955,0.005869550000000001,0.005869550000000001,3.445161720250001e-05,0.019333168642951256,0.32880271864295124,0.3153391
196,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.0000159690000001,0.0,2.1682216,2.1430497269999997,,,0.0577,0.05891518,0.0012151799999999963,0.0012151799999999963,1.4766624323999908e-06,0.02106031195840548,0.07997549195840548,0.060130359999999994
197,80,0.0,0.53125,0.46875,11.83427867,9.819296683,9.819272649,9.81910897,90.00284607,90.0032718,89.99577088,1.000002448,1.000016669,1.0000191170000001,0.0,2.074588818,2.0788939930000003,,,0.1375,0.14150520000000003,0.004005200000000014,0.004005200000000014,1.6041627040000114e-05,0.029128727272727375,0.17063392727272741,0.14551040000000004
