id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Unnamed: 23,Unnamed: 24,Ef,mbtr_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
101,80,0.09375,0.625,0.28125,11.37471551,10.51258179,9.618871307000001,8.999057537,89.99852791,90.0007382,90.00046506,1.0929121990000001,1.068875409,1.1681869740000002,1.901169453,1.899641075,1.910398145,,,0.1662,0.17242639,0.006226390000000026,0.006226390000000026,3.8767932432100325e-05,0.03746323706377874,0.20988962706377876,0.17865278000000004
102,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.837106831,1.894017005,0.0,,,0.0408,0.038774766,0.0020252340000000008,-0.0020252340000000008,4.101572754756003e-06,0.049638088235294135,0.08841285423529413,0.0408
103,80,0.5,0.1875,0.3125,10.89013506,10.35730674,9.490310185,8.8633114,90.0026934,90.00077095,90.00102321,1.091355977,1.070740918,1.1685595,1.87448847,1.87994697,1.873555967,,,0.2179,0.21729964,0.000600360000000022,-0.000600360000000022,3.604321296000264e-07,0.0027552088113814684,0.22005484881138146,0.2179
104,40,0.4375,0.375,0.1875,11.055596699999999,14.51557475,5.931171442,5.930909163,119.9963919,89.99369652,90.00557921,2.447336903,1.000044222,2.44744513,2.00709836,2.027119164,1.94306041,,,0.2716,0.320853965,0.04925396500000001,0.04925396500000001,0.002425953068221226,0.18134744108983802,0.5022014060898381,0.37010793000000003
106,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0892,0.10206862400000001,0.012868624000000009,0.012868624000000009,0.00016560148365337622,0.14426708520179382,0.24633570920179382,0.11493724800000002
107,30,0.75,0.166666667,0.083333333,9.31405991,13.34490822,4.917248582,4.916986225,120.00156709999999,89.98829662,90.01271722,2.7138974160000005,1.000053357,2.714042222,1.9136102019999999,1.9136137130000002,1.913645297,,,0.0981,0.10024714800000001,0.0021471480000000015,0.0021471480000000015,4.610244533904006e-06,0.0218873394495413,0.1221344874495413,0.10239429600000001
108,80,0.53125,0.21875,0.25,10.39057755,9.402729811,9.402451239,9.402311382999999,90.00253882,89.99780988,90.00306021,1.000029628,1.000014875,1.000044503,1.98964672,1.985676578,1.988484245,,,0.2136,0.23176586100000002,0.018165861000000005,0.018165861000000005,0.0003299985058713212,0.0850461657303371,0.31681202673033715,0.24993172200000002
109,80,0.34375,0.40625,0.25,10.6533546,9.481290367,9.481029709,9.480984082,90.00329566,90.00339172,89.99653191,1.000027493,1.000004812,1.000032305,2.008105322,2.00459329,2.00180014,,,0.1995,0.19555951300000002,0.0039404869999999925,-0.0039404869999999925,1.5527437797168942e-05,0.019751814536340815,0.21531132753634083,0.1995
110,80,0.0,0.125,0.875,13.57820759,11.21501899,10.15841254,9.534689901,89.9995962,90.00015345,89.9962865,1.1040129490000001,1.065416143,1.176233219,0.0,2.002431016,2.023734976,,,0.13699999999999998,0.138770101,0.001770101000000024,0.001770101000000024,3.1332575502010845e-06,0.012920445255474628,0.15169054625547462,0.14054020200000003
111,40,0.1875,0.5,0.3125,11.7388911,14.84211714,10.39670498,6.023910464,30.34833609,91.02845091,91.19526189,1.427578946,1.7259062930000002,2.463867488,1.972242676,2.0135357369999998,2.038221645,,,0.3546,0.335641828,0.01895817200000005,-0.01895817200000005,0.0003594122855815859,0.05346354201917668,0.38910537001917667,0.3546
112,30,0.25,0.75,0.0,9.734190339,13.50089569,4.997859211000001,4.997417851,120.00036100000001,89.99660641,90.00479006,2.7013357360000003,1.000088318,2.7015743110000003,1.943251066,1.943233059,0.0,,,0.0712,0.072861882,0.0016618820000000034,0.0016618820000000034,2.7618517819240114e-06,0.023341039325842746,0.09620292132584275,0.074523764
113,80,0.53125,0.21875,0.25,10.64940155,10.27337289,9.42536061,8.798409351,90.00275903,90.00089808,90.00134617,1.089971335,1.071257341,1.167639795,1.858743847,1.858589412,1.8677607969999999,,,0.2286,0.225274561,0.0033254389999999856,-0.0033254389999999856,1.1058544542720904e-05,0.014546977252843332,0.23982153825284336,0.2286
114,10,0.75,0.0,0.25,10.35365677,11.92808058,3.165986713,3.165777362,119.99922759999998,90.01183976,90.01397408,3.76757127,1.0000661290000001,3.767820417,1.9171882080000002,0.0,2.0960501959999998,,,0.2445,0.202583823,0.041916177,-0.041916177,0.0017569658942953289,0.17143630674846624,0.3740201297484662,0.2445
115,80,0.78125,0.03125,0.1875,10.12813513,23.75233613,6.276343656,6.275943731,120.00068200000001,90.01133586,90.0113905,3.784422497,1.000063723,3.784663653,1.961894917,1.811516065,1.9010272869999998,,,0.366,0.41432768700000006,0.048327687000000064,0.048327687000000064,0.002335565330769975,0.1320428606557379,0.5463705476557379,0.4626553740000001
116,80,0.6875,0.0625,0.25,10.43239796,10.20032988,9.365723769,8.73611962,90.00425179,90.00088768,90.00155725,1.089112826,1.072069085,1.167604191,1.8461904319999998,1.896202124,1.84135739,,,0.1914,0.189080807,0.002319192999999997,-0.002319192999999997,5.378656171248987e-06,0.012116995820271668,0.20119780282027167,0.1914
117,40,0.5,0.4375,0.0625,10.41832235,14.28622172,10.06757912,5.786202293,30.14344521,94.30214806,93.66388545,1.419032475,1.7399286459999999,2.4690152530000002,1.914610344,1.908964127,1.813936964,,,0.0812,0.17898629,0.09778629,0.09778629,0.009562158511964099,1.2042646551724139,1.383250945172414,0.27677258
118,80,0.5625,0.0,0.4375,10.90678327,9.555877659,9.55577247,9.555431187,90.00119878,89.99929646,90.00201079,1.000011008,1.000035716,1.0000467240000002,2.021640258,0.0,2.0199500930000003,,,0.2695,0.267171657,0.0023283430000000105,-0.0023283430000000105,5.421181125649049e-06,0.008639491651205975,0.275811148651206,0.2695
120,80,0.25,0.75,0.0,10.28112818,23.91069515,6.302315371000001,6.302280688,119.9976477,90.00213661,90.01206852,3.7939540860000003,1.000005503,3.793974965,1.95462139,1.9546744669999998,0.0,,,0.2151,0.21718232699999998,0.002082326999999967,0.002082326999999967,4.336085734928863e-06,0.009680739191073765,0.22686306619107374,0.21926465399999995
121,80,0.625,0.0,0.375,10.91090859,10.36820064,9.495620894,8.865926881,90.00412272,90.00072418,90.00095227,1.091892858,1.071024048,1.1694435090000002,1.888241422,0.0,1.8572526169999999,,,0.2269,0.224884748,0.002015251999999995,-0.002015251999999995,4.06124062350398e-06,0.008881674746584377,0.23376642274658438,0.2269
122,20,0.25,0.5,0.25,11.29529074,12.29790596,6.081997578999999,3.11893722,89.99994141,90.00014536,104.4479396,2.022017569,1.950022444,3.9429796410000004,1.947221017,1.9100712359999998,1.872921454,,,0.2111,0.23887019,0.02777019,0.02777019,0.0007711834526361,0.1315499289436286,0.3704201189436286,0.26664038
123,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154694081,2.154671974,2.162284067,,,0.0414,0.03962719,0.0017728099999999997,-0.0017728099999999997,3.1428552960999986e-06,0.042821497584541054,0.08244868758454105,0.0414
124,40,0.0,0.1875,0.8125,13.73625458,15.08943636,6.484797463,6.483833594,120.0007621,90.01490639,90.01052768,2.326894008,1.000148657,2.327239918,0.0,2.127419056,2.114567349,,,0.2362,0.29758606600000004,0.061386066000000045,0.061386066000000045,0.0037682490989563613,0.2598902032176124,0.5574762692176125,0.3589721320000001
125,80,0.21875,0.03125,0.75,12.41389047,9.977119906,9.977004874,9.976828814,89.99912391,90.00080586,90.00110828,1.00001153,1.000017647,1.000029177,2.1070227999999998,2.103043921,2.1111679519999997,,,0.1653,0.161096035,0.004203965000000004,-0.004203965000000004,1.7673321721225034e-05,0.025432335148215388,0.18652837014821538,0.1653
126,80,0.5625,0.4375,0.0,9.631379124,9.167999701,9.167547187,9.1674959,90.00420246,90.00443049,89.99631888,1.00004936,1.000005594,1.000054955,1.9437804840000001,1.932416247,0.0,,,0.0951,0.112242718,0.017142718,0.017142718,0.000293872780427524,0.18025991587802315,0.29250263387802317,0.12938543600000002
127,80,0.0625,0.9375,0.0,10.30722496,9.37748935,9.3774598,9.376914565,90.00617009,90.00528495,89.99289947,1.000003151,1.000058147,1.0000612979999999,1.97659048,1.983543871,0.0,,,0.0838,0.082502984,0.001297015999999998,-0.001297015999999998,1.682250504255995e-06,0.015477517899761314,0.09798050189976132,0.0838
128,80,0.8125,0.03125,0.15625,9.996963521,23.68870414,6.24396778,6.243566991000001,120.0016032,90.01059690000001,90.01031386,3.7938543210000004,1.000064192,3.7940978569999997,1.926067189,2.070406937,1.96310575,,,0.3179,0.319336765,0.0014367650000000065,0.0014367650000000065,2.0642936652250186e-06,0.004519550173010401,0.32385631517301045,0.32077353000000003
129,80,0.5,0.0625,0.4375,11.2669905,24.2852174,6.546560101,6.5461413539999995,119.9938241,90.01577403,90.01132596,3.7096149769999998,1.0000639690000002,3.7098522760000003,2.024506935,1.88963768,2.043773972,,,0.3519,0.329808368,0.022091631999999972,-0.022091631999999972,0.00048804020442342277,0.06277815288434206,0.3925865208843421,0.3519
130,40,0.375,0.375,0.25,10.97709862,14.61272785,9.915283272,5.828481502000001,31.72179669,97.26937297,98.55661197,1.47375798,1.7011777890000002,2.507124342,1.8763030440000001,1.9677409769999998,1.942875805,,,0.2534,0.244669298,0.008730702000000007,-0.008730702000000007,7.622515741280411e-05,0.03445423046566695,0.27912352846566696,0.2534
131,30,0.5,0.41666666700000005,0.083333333,9.639152593,13.46961831,4.979145098,4.978792897,120.0010108,89.99260288,90.00856009,2.7052070269999997,1.00007074,2.705398394,1.9364929819999999,1.936484303,1.936536395,,,0.1295,0.110325168,0.019174832000000003,-0.019174832000000003,0.0003676741822282241,0.1480682007722008,0.25839336877220076,0.1295
132,40,0.0,0.25,0.75,13.66536936,15.28049068,6.427929026,6.426012543,119.99976559999999,90.00980615,89.99987420000001,2.377202769,1.000298238,2.3779117419999998,0.0,2.205895228,2.11417351,,,0.3156,0.338162718,0.02256271799999998,0.02256271799999998,0.0005090762435475232,0.07149150190114063,0.4096542199011406,0.36072543599999995
133,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935598647,1.935636542,0.0,,,0.0782,0.076441153,0.0017588470000000078,-0.0017588470000000078,3.0935427694090277e-06,0.022491649616368386,0.09893280261636839,0.0782
134,80,0.09375,0.375,0.53125,11.89270443,9.835409281,9.835352035,9.835314863999999,90.00252940000001,90.00237237,89.99681286,1.00000582,1.000003779,1.0000096,2.082315464,2.080028544,2.079628289,,,0.155,0.158342556,0.0033425559999999965,0.0033425559999999965,1.1172680613135977e-05,0.021564877419354818,0.1799074334193548,0.161685112
135,80,0.53125,0.34375,0.125,10.26366136,10.13472847,9.319318765,8.693527211000001,90.002262,90.00125493,90.00184111,1.0874967070000001,1.071983619,1.1657786559999999,1.843748011,1.832109299,1.826540791,,,0.1141,0.121160048,0.007060048000000013,0.007060048000000013,4.9844277762304184e-05,0.06187596844872931,0.1830360164487293,0.128220096
136,80,0.03125,0.125,0.84375,13.41274525,11.165743199999998,10.11996732,9.496004643,89.99981851,90.00017318,89.99662108,1.103337871,1.065707916,1.1758359040000002,1.9948505319999998,2.012935684,2.013601538,,,0.1808,0.189889957,0.00908995700000001,0.00908995700000001,8.262731826184917e-05,0.05027631084070802,0.24016626784070802,0.198979914
137,80,0.03125,0.09375,0.875,13.52689732,11.2004103,10.14648147,9.522232526,89.99991109,90.00021497,89.99639087,1.10387136,1.065556994,1.176237849,2.063121934,2.012703181,2.01759418,,,0.2245,0.231242759,0.006742758999999987,0.006742758999999987,4.546479893208083e-05,0.030034561247215978,0.26127732024721595,0.23798551799999998
139,80,0.40625,0.28125,0.3125,11.24430511,24.41691412,6.22841496,6.114270772,89.99977905,104.66827990000002,90.00016318,3.920245243,1.0186684879999999,3.9934302930000003,1.891280453,1.8806978490000001,1.924866295,,,0.1294,0.125699779,0.0037002209999999758,-0.0037002209999999758,1.3691635448840821e-05,0.02859521638330739,0.1542949953833074,0.1294
140,80,0.3125,0.4375,0.25,10.69757698,9.494383813999999,9.494149446,9.494072896,90.00342074,90.00344637,89.99632099,1.000024686,1.000008063,1.000032749,2.0091934069999997,2.005034449,2.011182423,,,0.1875,0.188695814,0.0011958139999999895,0.0011958139999999895,1.4299711225959748e-06,0.006377674666666611,0.1950734886666666,0.18989162799999998
141,40,0.3125,0.6875,0.0,10.44221028,14.28597046,9.94019388,5.77567143,30.62630613,91.27469484,91.4800787,1.4371923359999998,1.721045596,2.47347354,1.89471095,1.977126121,0.0,,,0.1015,0.18208877399999998,0.08058877399999997,0.08058877399999997,0.006494550494823072,0.7939780689655169,0.9760668429655169,0.262677548
142,40,0.8125,0.0,0.1875,10.07163486,9.264996973999999,8.633845419,5.036286353,90.00096943,90.00190705,90.00517805,1.073102022,1.7143277430000001,1.8396485669999998,1.831532449,0.0,1.8027682790000001,,,0.2383,0.18457343,0.05372657,-0.05372657,0.0028865443239649,0.22545770037767518,0.4100311303776752,0.2383
143,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.911037901,1.886506575,0.0,,,0.2388,0.23123770300000002,0.007562296999999996,-0.007562296999999996,5.7188335916208934e-05,0.03166791038525961,0.26290561338525964,0.2388
144,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.0000159690000001,0.0,2.145568805,2.147244689,,,0.0591,0.064232438,0.005132438000000003,0.005132438000000003,2.6341919823844033e-05,0.08684328257191207,0.15107572057191207,0.069364876
145,40,0.75,0.0,0.25,10.72760785,14.17509619,5.912502347,5.911991095,119.99968799999999,90.00637041,89.99445707,2.397478319,1.000086477,2.397685646,1.9546302709999999,0.0,2.034929486,,,0.4211,0.42855053,0.007450530000000011,0.007450530000000011,5.551039728090016e-05,0.017693018285442914,0.4462435482854429,0.43600106
146,80,0.875,0.125,0.0,9.436838609,9.835386333999999,9.082090388,8.451606596,90.00497582,90.00144522,90.00239719,1.082943014,1.074599283,1.163729786,1.7849044090000001,1.793249886,0.0,,,0.0536,0.053424574,0.00017542599999999936,-0.00017542599999999936,3.0774281475999775e-08,0.003272873134328346,0.05669744713432835,0.0536
148,40,0.625,0.375,0.0,10.05519255,14.05838179,10.00734749,5.763035464,29.74384868,90.71708836,90.82482011,1.4048059990000001,1.7364716130000002,2.43940574,1.9195811459999998,1.930270525,0.0,,,0.2175,0.23168611100000003,0.014186111000000029,0.014186111000000029,0.00020124574530432183,0.06522349885057485,0.2969096098505749,0.24587222200000006
149,80,0.5,0.09375,0.40625,10.90159583,9.554357213,9.554214657000001,9.553963893999999,90.00164963,89.99865933,90.00228478,1.000014921,1.000026247,1.0000411679999999,2.020575865,2.013913179,2.022114936,,,0.2566,0.26204273,0.005442730000000007,0.005442730000000007,2.9623309852900073e-05,0.021210950896336737,0.28325368089633673,0.26748546
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.3511514810000005,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,1.914209746,1.924797026,1.9480890430000002,,,0.1044,0.099647296,0.00475270400000001,-0.00475270400000001,2.2588195311616097e-05,0.045523984674329596,0.1451712806743296,0.1044
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.00099579999998,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,2.0637475430000003,2.063717154,2.063760636,,,0.1663,0.179771497,0.013471496999999999,0.013471496999999999,0.00018148123142100898,0.08100719783523752,0.2607786948352375,0.193242994
152,30,0.5,0.5,0.0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.7099457030000003,1.000071234,2.710138742,1.920370005,1.920370005,0.0,,,0.0697,0.06865141599999999,0.0010485840000000052,-0.0010485840000000052,1.099528405056011e-06,0.015044246771879558,0.08369566277187955,0.0697
153,80,0.875,0.125,0.0,9.224361841,9.037069614,9.036609558,9.036352693,90.00293325,89.99853739,90.00387529,1.00005091,1.0000284259999999,1.000079337,1.910210916,1.917423642,0.0,,,0.0911,0.087641273,0.0034587269999999948,-0.0034587269999999948,1.1962792460528964e-05,0.037966267837541104,0.1256075408375411,0.0911
154,80,0.9375,0.0625,0.0,9.396569196,23.39412035,6.091704967999999,6.091308478999999,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.883202689,2.0261499769999998,0.0,,,0.2022,0.20943631399999998,0.007236313999999994,0.007236313999999994,5.236424030659591e-05,0.03578790306627099,0.24522421706627098,0.21667262799999998
155,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,2.101660688,2.098972841,,,0.1117,0.121982866,0.010282866000000002,0.010282866000000002,0.00010573733317395603,0.0920578871978514,0.2140407531978514,0.132265732
157,80,0.375,0.40625,0.21875,11.04040441,24.47414036,6.1848339999999995,6.0244314260000005,89.999787,104.4068927,90.00016987,3.9571216239999996,1.0266253459999999,4.062481358,1.891974321,1.8955115059999998,1.915435245,,,0.1481,0.133215225,0.014884775000000017,-0.014884775000000017,0.0002215565268006255,0.10050489534098593,0.23372012034098594,0.1481
158,30,1.0,0.0,0.0,8.774593311,13.12676764,4.812184045,4.812013398,120.00205279999999,89.98331708,90.01743591,2.727819119,1.000035463,2.727915854,1.874621713,0.0,0.0,,,0.0,0.032985957999999996,0.032985957999999996,0.032985957999999996,0.0010880734251777638,0.0,0.032985957999999996,0.06597191599999999
159,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.914116312,1.91261783,0.0,,,0.0907,0.08686996400000001,0.003830035999999995,-0.003830035999999995,1.4669175761295962e-05,0.042227519294377014,0.12909748329437704,0.0907
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.9019501019999998,1.9512176019999998,,,0.0563,0.045018068,0.011281932000000001,-0.011281932000000001,0.00012728198965262404,0.20038955595026645,0.24540762395026644,0.0563
161,80,0.40625,0.3125,0.28125,10.92415227,10.36647274,9.499583348,8.87446467,90.00166053,90.00081759,90.00101514,1.091255517,1.0704401559999999,1.168123726,1.871196298,1.879639815,1.88277881,,,0.2194,0.211388045,0.008011955000000015,-0.008011955000000015,6.419142292202524e-05,0.036517570647219756,0.24790561564721975,0.2194
162,40,0.6875,0.0,0.3125,10.99877209,14.51768781,10.18432579,5.898075474,30.30346328,90.86130292,90.99811671,1.425493264,1.7267201540000001,2.4614279480000003,1.9807401880000002,0.0,1.973988109,,,0.3576,0.35516485799999997,0.0024351420000000013,-0.0024351420000000013,5.9299165601640064e-06,0.0068096812080536955,0.36197453920805367,0.3576
163,20,0.625,0.375,0.0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.9191788859999999,4.05122227,1.8749107,1.848525571,0.0,,,0.0319,0.031437269,0.00046273100000000095,-0.00046273100000000095,2.1411997836100088e-07,0.014505673981191253,0.045942942981191254,0.0319
164,40,0.0,0.3125,0.6875,13.39217812,15.50447394,10.85419016,6.292458296,30.4010047,91.32271709,91.53675836,1.4284321269999998,1.72495226,2.463977226,0.0,2.061594719,2.128172731,,,0.275,0.265973547,0.009026453000000045,-0.009026453000000045,8.147685376120982e-05,0.03282346545454562,0.2987970124545456,0.275
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.8201585179999995,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,2.04613518,2.149434559,2.116525045,,,0.2857,0.29408883,0.008388830000000014,0.008388830000000014,7.037246876890023e-05,0.02936237311865598,0.323451203118656,0.30247766000000004
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.25747309999998,90.00018811,3.983263172,1.031020064,4.10682425,1.872512543,1.901490303,1.917717849,,,0.1104,0.1124575,0.0020575000000000038,0.0020575000000000038,4.2333062500000155e-06,0.018636775362318874,0.13109427536231888,0.114515
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.05866809999999,90.00013929,3.8591478280000002,1.0069306340000002,3.8858941689999997,1.895772115,1.910581202,1.91340198,,,0.1885,0.21566002899999998,0.027160028999999974,0.027160028999999974,0.0007376671752808397,0.14408503448275847,0.3597450634827585,0.24282005799999995
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,1.909529981,1.924228029,1.896026145,,,0.2628,0.259395595,0.0034044049999999992,-0.0034044049999999992,1.1589973404024996e-05,0.012954356925418567,0.27234995192541855,0.2628
171,80,0.40625,0.25,0.34375,11.32699457,24.40866467,6.24590452,6.146367017,89.99978848,104.7500943,90.00015933,3.9079471339999996,1.016194526,3.971234487,1.89744291,1.907349406,1.897019103,,,0.2264,0.233790991,0.007390991000000013,0.007390991000000013,5.4626747962081196e-05,0.03264571996466437,0.26643671096466437,0.24118198200000002
172,80,0.65625,0.34375,0.0,9.741426108999999,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,1.9103661319999998,1.9290181819999999,0.0,,,0.221,0.21972538100000003,0.0012746189999999769,-0.0012746189999999769,1.624653595160941e-06,0.005767506787330212,0.22549288778733023,0.221
173,60,0.0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.3377163909999998,2.000202505,2.675703675,0.0,2.033566312,2.0335671669999997,,,0.1436,0.138097312,0.005502688000000006,-0.005502688000000006,3.027957522534406e-05,0.038319554317548785,0.17641686631754877,0.1436
175,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944211886,1.938592604,0.0,,,0.0988,0.10651953,0.007719530000000002,0.007719530000000002,5.959114342090003e-05,0.07813289473684212,0.18465242473684212,0.11423906
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.894659933,1.890962228,1.91983954,,,0.1476,0.139274008,0.008325992000000004,-0.008325992000000004,6.932214278406407e-05,0.05640915989159894,0.19568316789159895,0.1476
177,40,0.625,0.0,0.375,11.47589639,14.73366674,5.9980083760000005,5.997918252000001,120.00051370000001,89.99610990000001,90.00016239,2.4564265030000003,1.000015026,2.4564634130000003,2.063860369,0.0,1.995760609,,,0.45299999999999996,0.35263129600000004,0.10036870399999992,-0.10036870399999992,0.0100738767426396,0.22156446799116983,0.5741957639911699,0.45299999999999996
178,40,0.3125,0.375,0.3125,11.57697118,14.52069827,6.068813942,6.067756716,119.99884469999999,90.00627243,89.99838914,2.3926748140000003,1.000174237,2.393091706,2.086673848,2.020487601,2.00742006,,,0.3759,0.337450253,0.038449747000000034,-0.038449747000000034,0.0014783830443640116,0.10228716945996284,0.43973742245996283,0.3759
180,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.2681508820000005,89.99995874,104.94811259999999,90.00012774,3.870245282,1.010493235,3.9108566739999997,1.89503853,1.915884205,1.923329088,,,0.1805,0.188603529,0.008103528999999998,0.008103528999999998,6.566718225384097e-05,0.0448948975069252,0.2334984265069252,0.196707058
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,1.934687183,1.923129059,1.958873835,,,0.247,0.237816305,0.009183694999999992,-0.009183694999999992,8.434025385302485e-05,0.03718095141700402,0.274997256417004,0.247
182,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.9127603969999998,1.9127207469999998,0.0,,,0.0527,0.046763809,0.0059361909999999934,-0.0059361909999999934,3.523836358848092e-05,0.11264119544592019,0.1594050044459202,0.0527
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.4661960059999999,1.697149077,2.488353197,1.9037402490000002,1.9108001119999998,1.911978025,,,0.3151,0.314954597,0.0001454029999999884,-0.0001454029999999884,2.1142032408996627e-08,0.00046145033322751,0.31541604733322753,0.3151
185,80,0.0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226000001,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.7595192230000003,0.0,1.983447269,2.128446058,,,0.168,0.179027622,0.011027621999999987,0.011027621999999987,0.0001216084469748837,0.06564060714285706,0.24466822914285707,0.19005524399999998
186,80,0.5,0.125,0.375,11.07130795,24.20479727,6.500243544,6.499864815,119.99470919999999,90.01505626,90.01007879999999,3.723675445,1.000058267,3.723892413,2.011142356,1.943750875,2.0336061830000003,,,0.3377,0.328643315,0.009056685000000009,-0.009056685000000009,8.202354318922516e-05,0.026818729641693836,0.35546204464169384,0.3377
187,80,0.875,0.125,0.0,9.471201255,23.44100079,6.109682906000001,6.109335312000001,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,1.8975094080000001,1.8975094080000001,0.0,,,0.2256,0.222321309,0.0032786910000000002,-0.0032786910000000002,1.0749814673481002e-05,0.014533204787234045,0.23685451378723404,0.2256
188,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.924688948,1.918142917,,,0.2146,0.214573867,2.6133000000011508e-05,-2.6133000000011508e-05,6.829336890006015e-10,0.00012177539608579453,0.2146956423960858,0.2146
189,40,0.0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.7413074769999999,2.503142355,0.0,2.037605461,1.996021761,,,0.2983,0.290384186,0.007915814000000021,-0.007915814000000021,6.266011128259634e-05,0.0265364197116997,0.31692060571169967,0.2983
190,60,0.166666667,0.0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.00136940000002,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,2.103561396,0.0,2.103561919,,,0.1561,0.15125586300000002,0.004844136999999971,-0.004844136999999971,2.3465663274768716e-05,0.031032267777065796,0.18228813077706582,0.1561
191,80,0.21875,0.75,0.03125,10.41770616,23.9743828,6.335567847999999,6.33555024,119.9967149,90.00306778,90.00989268,3.7840937660000002,1.0000027790000001,3.784104283,2.0225328780000003,1.953012921,1.828799337,,,0.2616,0.261762961,0.000162961000000017,0.000162961000000017,2.6556287521005544e-08,0.0006229396024465482,0.26238590060244654,0.26192592200000003
192,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.038114316,0.013714316,0.013714316,0.00018808246334785602,0.562062131147541,0.600176447147541,0.051828632
