@relation wpo_1_0_0 caption="WPO 1.0.0" description="generated from ngram/random_state_14/split_1/.csv"
@attribute id numeric
@attribute Natoms numeric
@attribute percent_atom_al numeric
@attribute percent_atom_ga numeric
@attribute percent_atom_in numeric
@attribute vol_per_atom numeric
@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute alpha numeric
@attribute gamma numeric
@attribute beta numeric
@attribute a_b numeric
@attribute b_c numeric
@attribute a_c numeric
@attribute ecn_bond_dist_Al-O numeric
@attribute ecn_bond_dist_Ga-O numeric
@attribute ecn_bond_dist_In-O numeric
@attribute Unnamed: 23 numeric
@attribute Unnamed: 24 numeric
@attribute Ef numeric
@attribute ngram_predE numeric
@attribute abs_error numeric
@attribute error numeric
@attribute sq_error numeric
@attribute norm_abs_error numeric
@attribute sum_Ef_and_normalized_error numeric
@attribute sum_pred_Ef_and_abs_error numeric
@data
95,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.00054240000001,89.995212,90.00617042,2.7041823060000003,1.0000826809999999,2.704405889,1.935573384,1.935649173,0.0,,,0.0665,0.075453407,0.008953406999999997,0.008953406999999997,8.016349690764894e-05,0.13463769924812025,0.21009110624812025,0.084406814
97,80,0.5625,0.09375,0.34375,10.90051668,10.36275262,9.492965423,8.864618334,90.00341205,90.00073823,90.00098542,1.091624393,1.070882588,1.169001555,1.882726972,1.873236282,1.8655144590000001,,,0.2451,0.26428682800000003,0.019186828000000017,0.019186828000000017,0.00036813436870158467,0.07828163198694417,0.3425684599869442,0.2834736560000001
99,40,0.0,0.9375,0.0625,10.8074524,9.469076664,8.852914123,5.1569086639999995,90.00170859,90.00149416,89.99665863,1.069599968,1.716709506,1.8361924330000001,0.0,1.8719898000000001,1.834278593,,,0.0609,0.061504947000000004,0.0006049470000000015,0.0006049470000000015,3.659608728090018e-07,0.009933448275862093,0.0714383952758621,0.062109894000000006
100,20,0.25,0.0,0.75,12.65696145,12.23192314,6.596236778,3.25885368,90.00007848,90.00008759,105.69227279999998,1.8543790269999998,2.024097252,3.7534434930000002,1.925981114,0.0,1.925981114,,,0.3372,0.333971604,0.0032283960000000222,-0.0032283960000000222,1.0422540732816143e-05,0.009574128113879069,0.34354573211387907,0.3372
103,80,0.5,0.1875,0.3125,10.89013506,10.35730674,9.490310185,8.8633114,90.0026934,90.00077095,90.00102321,1.091355977,1.070740918,1.1685595,1.87448847,1.87994697,1.873555967,,,0.2179,0.209822559,0.008077441000000019,-0.008077441000000019,6.524505310848129e-05,0.03706948600275364,0.24689204500275364,0.2179
104,40,0.4375,0.375,0.1875,11.055596699999999,14.51557475,5.931171442,5.930909163,119.9963919,89.99369652,90.00557921,2.447336903,1.000044222,2.44744513,2.00709836,2.027119164,1.94306041,,,0.2716,0.31975425,0.04815425000000001,0.04815425000000001,0.002318831793062501,0.1772984167893962,0.4970526667893962,0.3679085
105,40,0.3125,0.625,0.0625,10.89231558,14.51241733,5.887934927000001,5.887776992999999,120.0009852,90.00189678,89.99638205,2.464772031,1.000026824,2.464838146,1.977361014,2.011192969,2.0454521740000002,,,0.3572,0.344373651,0.012826349000000015,-0.012826349000000015,0.0001645152286698014,0.035908031914893654,0.38028168291489367,0.3572
106,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.01411490000001,2.716842246,1.000047445,2.716971146,1.905993958,1.905960594,1.905960602,,,0.0892,0.108453124,0.019253123999999996,0.019253123999999996,0.00037068278375937587,0.215842197309417,0.324295321309417,0.127706248
107,30,0.75,0.166666667,0.083333333,9.31405991,13.34490822,4.917248582,4.916986225,120.00156709999999,89.98829662,90.01271722,2.7138974160000005,1.000053357,2.714042222,1.9136102019999999,1.9136137130000002,1.913645297,,,0.0981,0.11600444,0.017904439999999994,0.017904439999999994,0.0003205689717135998,0.1825121304791029,0.2985165704791029,0.13390888
108,80,0.53125,0.21875,0.25,10.39057755,9.402729811,9.402451239,9.402311382999999,90.00253882,89.99780988,90.00306021,1.000029628,1.000014875,1.000044503,1.98964672,1.985676578,1.988484245,,,0.2136,0.219008583,0.005408582999999995,0.005408582999999995,2.9252770067888942e-05,0.02532108146067413,0.24432966446067414,0.224417166
110,80,0.0,0.125,0.875,13.57820759,11.21501899,10.15841254,9.534689901,89.9995962,90.00015345,89.9962865,1.1040129490000001,1.065416143,1.176233219,0.0,2.002431016,2.023734976,,,0.13699999999999998,0.135571337,0.0014286629999999967,-0.0014286629999999967,2.0410779675689906e-06,0.010428197080291949,0.14599953408029193,0.13699999999999998
111,40,0.1875,0.5,0.3125,11.7388911,14.84211714,10.39670498,6.023910464,30.34833609,91.02845091,91.19526189,1.427578946,1.7259062930000002,2.463867488,1.972242676,2.0135357369999998,2.038221645,,,0.3546,0.317807678,0.036792322000000044,-0.036792322000000044,0.0013536749581516871,0.10375725324309092,0.4215649312430909,0.3546
112,30,0.25,0.75,0.0,9.734190339,13.50089569,4.997859211000001,4.997417851,120.00036100000001,89.99660641,90.00479006,2.7013357360000003,1.000088318,2.7015743110000003,1.943251066,1.943233059,0.0,,,0.0712,0.076207397,0.005007396999999997,0.005007396999999997,2.507402471560897e-05,0.07032860955056175,0.14653600655056176,0.08121479399999999
113,80,0.53125,0.21875,0.25,10.64940155,10.27337289,9.42536061,8.798409351,90.00275903,90.00089808,90.00134617,1.089971335,1.071257341,1.167639795,1.858743847,1.858589412,1.8677607969999999,,,0.2286,0.223704898,0.0048951019999999845,-0.0048951019999999845,2.396202359040385e-05,0.021413394575677973,0.245118292575678,0.2286
114,10,0.75,0.0,0.25,10.35365677,11.92808058,3.165986713,3.165777362,119.99922759999998,90.01183976,90.01397408,3.76757127,1.0000661290000001,3.767820417,1.9171882080000002,0.0,2.0960501959999998,,,0.2445,0.214249435,0.030250565000000007,-0.030250565000000007,0.0009150966828192254,0.12372419222903888,0.3379736272290389,0.2445
115,80,0.78125,0.03125,0.1875,10.12813513,23.75233613,6.276343656,6.275943731,120.00068200000001,90.01133586,90.0113905,3.784422497,1.000063723,3.784663653,1.961894917,1.811516065,1.9010272869999998,,,0.366,0.41399064399999996,0.04799064399999997,0.04799064399999997,0.0023031019115347332,0.13112197814207643,0.5451126221420763,0.46198128799999993
117,40,0.5,0.4375,0.0625,10.41832235,14.28622172,10.06757912,5.786202293,30.14344521,94.30214806,93.66388545,1.419032475,1.7399286459999999,2.4690152530000002,1.914610344,1.908964127,1.813936964,,,0.0812,0.092710765,0.011510765000000006,0.011510765000000006,0.00013249771088522515,0.1417581896551725,0.2344689546551725,0.10422153
119,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316000001,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.9968145380000002,2.006485014,1.9991554759999999,,,0.2322,0.221994545,0.010205455000000002,-0.010205455000000002,0.00010415131175702505,0.043951141257536616,0.2659456862575366,0.2322
120,80,0.25,0.75,0.0,10.28112818,23.91069515,6.302315371000001,6.302280688,119.9976477,90.00213661,90.01206852,3.7939540860000003,1.000005503,3.793974965,1.95462139,1.9546744669999998,0.0,,,0.2151,0.21055731100000002,0.004542688999999989,-0.004542688999999989,2.0636023350720897e-05,0.021118963272896273,0.2316762742728963,0.2151
121,80,0.625,0.0,0.375,10.91090859,10.36820064,9.495620894,8.865926881,90.00412272,90.00072418,90.00095227,1.091892858,1.071024048,1.1694435090000002,1.888241422,0.0,1.8572526169999999,,,0.2269,0.22209111899999998,0.004808881000000015,-0.004808881000000015,2.3125336472161144e-05,0.02119383428823277,0.24328495328823274,0.2269
123,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154694081,2.154671974,2.162284067,,,0.0414,0.048973295,0.007573295000000001,0.007573295000000001,5.735479715702501e-05,0.1829298309178744,0.2319031259178744,0.05654659
124,40,0.0,0.1875,0.8125,13.73625458,15.08943636,6.484797463,6.483833594,120.0007621,90.01490639,90.01052768,2.326894008,1.000148657,2.327239918,0.0,2.127419056,2.114567349,,,0.2362,0.280426122,0.04422612200000001,0.04422612200000001,0.0019559498671588844,0.18724014394580868,0.4676662659458087,0.32465224400000003
125,80,0.21875,0.03125,0.75,12.41389047,9.977119906,9.977004874,9.976828814,89.99912391,90.00080586,90.00110828,1.00001153,1.000017647,1.000029177,2.1070227999999998,2.103043921,2.1111679519999997,,,0.1653,0.168110625,0.002810625000000011,0.002810625000000011,7.899612890625062e-06,0.017003176043557236,0.18511380104355724,0.17092125000000002
126,80,0.5625,0.4375,0.0,9.631379124,9.167999701,9.167547187,9.1674959,90.00420246,90.00443049,89.99631888,1.00004936,1.000005594,1.000054955,1.9437804840000001,1.932416247,0.0,,,0.0951,0.089673062,0.005426938000000006,-0.005426938000000006,2.9451656055844067e-05,0.057065594111461684,0.1467386561114617,0.0951
129,80,0.5,0.0625,0.4375,11.2669905,24.2852174,6.546560101,6.5461413539999995,119.9938241,90.01577403,90.01132596,3.7096149769999998,1.0000639690000002,3.7098522760000003,2.024506935,1.88963768,2.043773972,,,0.3519,0.32978664399999996,0.02211335600000003,-0.02211335600000003,0.0004890005135827373,0.06283988633134421,0.3926265303313442,0.3519
130,40,0.375,0.375,0.25,10.97709862,14.61272785,9.915283272,5.828481502000001,31.72179669,97.26937297,98.55661197,1.47375798,1.7011777890000002,2.507124342,1.8763030440000001,1.9677409769999998,1.942875805,,,0.2534,0.316282947,0.06288294699999997,0.06288294699999997,0.003954265023404805,0.24815685477505905,0.564439801775059,0.37916589399999995
131,30,0.5,0.41666666700000005,0.083333333,9.639152593,13.46961831,4.979145098,4.978792897,120.0010108,89.99260288,90.00856009,2.7052070269999997,1.00007074,2.705398394,1.9364929819999999,1.936484303,1.936536395,,,0.1295,0.12416971199999999,0.005330288000000016,-0.005330288000000016,2.8411970162944175e-05,0.04116052509652522,0.16533023709652522,0.1295
134,80,0.09375,0.375,0.53125,11.89270443,9.835409281,9.835352035,9.835314863999999,90.00252940000001,90.00237237,89.99681286,1.00000582,1.000003779,1.0000096,2.082315464,2.080028544,2.079628289,,,0.155,0.168780574,0.01378057399999999,0.01378057399999999,0.00018990421976947572,0.088906929032258,0.25768750303225796,0.18256114799999998
135,80,0.53125,0.34375,0.125,10.26366136,10.13472847,9.319318765,8.693527211000001,90.002262,90.00125493,90.00184111,1.0874967070000001,1.071983619,1.1657786559999999,1.843748011,1.832109299,1.826540791,,,0.1141,0.110174201,0.003925798999999994,-0.003925798999999994,1.541189778840095e-05,0.03440665205959679,0.14458085305959678,0.1141
136,80,0.03125,0.125,0.84375,13.41274525,11.165743199999998,10.11996732,9.496004643,89.99981851,90.00017318,89.99662108,1.103337871,1.065707916,1.1758359040000002,1.9948505319999998,2.012935684,2.013601538,,,0.1808,0.181608905,0.0008089049999999987,0.0008089049999999987,6.543272990249978e-07,0.0044740320796460105,0.186082937079646,0.18241780999999999
137,80,0.03125,0.09375,0.875,13.52689732,11.2004103,10.14648147,9.522232526,89.99991109,90.00021497,89.99639087,1.10387136,1.065556994,1.176237849,2.063121934,2.012703181,2.01759418,,,0.2245,0.216288832,0.008211168000000019,-0.008211168000000019,6.742327992422431e-05,0.03657535857461033,0.2528641905746103,0.2245
139,80,0.40625,0.28125,0.3125,11.24430511,24.41691412,6.22841496,6.114270772,89.99977905,104.66827990000002,90.00016318,3.920245243,1.0186684879999999,3.9934302930000003,1.891280453,1.8806978490000001,1.924866295,,,0.1294,0.12826399300000002,0.0011360069999999667,-0.0011360069999999667,1.2905119040489244e-06,0.008779034003090934,0.13704302700309096,0.1294
140,80,0.3125,0.4375,0.25,10.69757698,9.494383813999999,9.494149446,9.494072896,90.00342074,90.00344637,89.99632099,1.000024686,1.000008063,1.000032749,2.0091934069999997,2.005034449,2.011182423,,,0.1875,0.197380826,0.00988082600000001,0.00988082600000001,9.763072244227618e-05,0.052697738666666716,0.2500785646666667,0.20726165200000002
141,40,0.3125,0.6875,0.0,10.44221028,14.28597046,9.94019388,5.77567143,30.62630613,91.27469484,91.4800787,1.4371923359999998,1.721045596,2.47347354,1.89471095,1.977126121,0.0,,,0.1015,0.130865012,0.029365011999999996,0.029365011999999996,0.0008623039297601438,0.2893104630541871,0.4201754750541871,0.160230024
142,40,0.8125,0.0,0.1875,10.07163486,9.264996973999999,8.633845419,5.036286353,90.00096943,90.00190705,90.00517805,1.073102022,1.7143277430000001,1.8396485669999998,1.831532449,0.0,1.8027682790000001,,,0.2383,0.180230555,0.058069445000000025,-0.058069445000000025,0.003372060442608028,0.24368210239194302,0.423912657391943,0.2383
143,80,0.78125,0.21875,0.0,9.585288275,23.511352300000002,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.911037901,1.886506575,0.0,,,0.2388,0.236207964,0.0025920360000000198,-0.0025920360000000198,6.718650625296103e-06,0.010854422110552845,0.24706238611055284,0.2388
144,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.0000159690000001,0.0,2.145568805,2.147244689,,,0.0591,0.062719945,0.0036199449999999994,0.0036199449999999994,1.3104001803024996e-05,0.061251184433164116,0.12397112943316412,0.06633989
146,80,0.875,0.125,0.0,9.436838609,9.835386333999999,9.082090388,8.451606596,90.00497582,90.00144522,90.00239719,1.082943014,1.074599283,1.163729786,1.7849044090000001,1.793249886,0.0,,,0.0536,0.053009257000000004,0.0005907429999999977,-0.0005907429999999977,3.489772920489973e-07,0.01102132462686563,0.06403058162686563,0.0536
147,20,0.125,0.625,0.25,11.46981781,12.36287424,6.107521189,3.13671265,90.0000846,90.00012508,104.404871,2.024204887,1.947108923,3.941347398,1.8834791530000001,1.942934653,1.8834791530000001,,,0.2215,0.228926926,0.007426926,0.007426926,5.5159229809476006e-05,0.03353013995485327,0.2624570659548533,0.236353852
148,40,0.625,0.375,0.0,10.05519255,14.05838179,10.00734749,5.763035464,29.74384868,90.71708836,90.82482011,1.4048059990000001,1.7364716130000002,2.43940574,1.9195811459999998,1.930270525,0.0,,,0.2175,0.206773454,0.010726546000000003,-0.010726546000000003,0.00011505878909011608,0.04931745287356323,0.25609090687356323,0.2175
149,80,0.5,0.09375,0.40625,10.90159583,9.554357213,9.554214657000001,9.553963893999999,90.00164963,89.99865933,90.00228478,1.000014921,1.000026247,1.0000411679999999,2.020575865,2.013913179,2.022114936,,,0.2566,0.250485043,0.0061149569999999764,-0.0061149569999999764,3.739269911184871e-05,0.023830697583787905,0.27431574058378794,0.2566
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.3511514810000005,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,1.914209746,1.924797026,1.9480890430000002,,,0.1044,0.096336705,0.008063295000000012,-0.008063295000000012,6.50167262570252e-05,0.07723462643678172,0.17357133143678172,0.1044
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.00099579999998,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,2.0637475430000003,2.063717154,2.063760636,,,0.1663,0.18207580399999998,0.015775803999999977,0.015775803999999977,0.00024887599184641524,0.09486352375225482,0.2769393277522548,0.19785160799999996
152,30,0.5,0.5,0.0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.7099457030000003,1.000071234,2.710138742,1.920370005,1.920370005,0.0,,,0.0697,0.073741106,0.004041106000000003,0.004041106000000003,1.6330537703236023e-05,0.05797856527977049,0.1317196712797705,0.077782212
154,80,0.9375,0.0625,0.0,9.396569196,23.39412035,6.091704967999999,6.091308478999999,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.883202689,2.0261499769999998,0.0,,,0.2022,0.203541433,0.001341433000000003,0.001341433000000003,1.799442493489008e-06,0.00663418892185956,0.21017562192185957,0.204882866
156,20,0.375,0.625,0.0,10.47222242,12.26594389,5.800387579,3.03120355,89.99971937,90.00019851,103.7911008,2.1146766009999998,1.913559246,4.046558962,1.9020420759999999,1.8756989309999998,0.0,,,0.0247,0.024709222000000003,9.222000000003172e-06,9.222000000003172e-06,8.504528400005851e-11,0.0003733603238867681,0.02508258232388677,0.024718444000000006
157,80,0.375,0.40625,0.21875,11.04040441,24.47414036,6.1848339999999995,6.0244314260000005,89.999787,104.4068927,90.00016987,3.9571216239999996,1.0266253459999999,4.062481358,1.891974321,1.8955115059999998,1.915435245,,,0.1481,0.140026335,0.008073665000000008,-0.008073665000000008,6.518406653222513e-05,0.054514956110736035,0.19454129111073604,0.1481
159,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698187999999,9.049472106,90.00306153,89.99831259999999,90.00393159,1.000051317,1.0000249829999999,1.000076301,1.914116312,1.91261783,0.0,,,0.0907,0.062584004,0.028115996000000004,-0.028115996000000004,0.0007905092310720162,0.30998893054024257,0.37257293454024254,0.0907
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.9019501019999998,1.9512176019999998,,,0.0563,0.054580727,0.0017192730000000003,-0.0017192730000000003,2.9558996485290012e-06,0.030537708703374782,0.08511843570337478,0.0563
163,20,0.625,0.375,0.0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.9191788859999999,4.05122227,1.8749107,1.848525571,0.0,,,0.0319,0.031104015,0.0007959849999999991,-0.0007959849999999991,6.335921202249985e-07,0.02495250783699057,0.05605652283699057,0.0319
164,40,0.0,0.3125,0.6875,13.39217812,15.50447394,10.85419016,6.292458296,30.4010047,91.32271709,91.53675836,1.4284321269999998,1.72495226,2.463977226,0.0,2.061594719,2.128172731,,,0.275,0.298298092,0.023298091999999992,0.023298091999999992,0.0005428010908404636,0.08472033454545451,0.38301842654545454,0.321596184
165,40,0.0,0.0625,0.9375,14.628770600000001,15.77266067,6.545421397999999,6.544497836000001,119.9957432,90.02544423,90.01545116,2.40972425,1.00014112,2.4100643109999997,0.0,2.050445886,2.201042054,,,0.3142,0.319559999,0.005359999000000004,0.005359999000000004,2.8729589280001045e-05,0.01705919478039467,0.3366191937803947,0.324919998
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.8201585179999995,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,2.04613518,2.149434559,2.116525045,,,0.2857,0.306697325,0.02099732500000001,0.02099732500000001,0.0004408876571556255,0.07349431221561081,0.38019163721561083,0.32769465000000003
167,80,0.3125,0.34375,0.34375,11.24042449,24.30564885,6.536004576,6.53571337,119.9932017,90.01141346,90.00477655,3.7187319210000003,1.000044556,3.718897613,1.994893953,2.058904332,2.009614215,,,0.3267,0.335055495,0.00835549499999999,0.00835549499999999,6.981429669502484e-05,0.025575436179981606,0.3606309311799816,0.34341098999999997
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.25747309999998,90.00018811,3.983263172,1.031020064,4.10682425,1.872512543,1.901490303,1.917717849,,,0.1104,0.094416914,0.015983085999999994,-0.015983085999999994,0.0002554590380833958,0.14477432971014487,0.23919124371014489,0.1104
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.05866809999999,90.00013929,3.8591478280000002,1.0069306340000002,3.8858941689999997,1.895772115,1.910581202,1.91340198,,,0.1885,0.181211915,0.007288085,-0.007288085,5.3116182967224993e-05,0.03866358090185676,0.21987549590185676,0.1885
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,1.909529981,1.924228029,1.896026145,,,0.2628,0.244427179,0.018372820999999984,-0.018372820999999984,0.0003375605514980404,0.06991179984779294,0.31433897884779294,0.2628
171,80,0.40625,0.25,0.34375,11.32699457,24.40866467,6.24590452,6.146367017,89.99978848,104.7500943,90.00015933,3.9079471339999996,1.016194526,3.971234487,1.89744291,1.907349406,1.897019103,,,0.2264,0.22936445,0.0029644500000000074,0.0029644500000000074,8.787963802500044e-06,0.013093860424028301,0.2424583104240283,0.2323289
172,80,0.65625,0.34375,0.0,9.741426108999999,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,1.9103661319999998,1.9290181819999999,0.0,,,0.221,0.21848338899999997,0.0025166110000000297,-0.0025166110000000297,6.333330925321149e-06,0.011387380090497872,0.22987076909049783,0.221
173,60,0.0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.3377163909999998,2.000202505,2.675703675,0.0,2.033566312,2.0335671669999997,,,0.1436,0.129752376,0.013847624000000003,-0.013847624000000003,0.00019175669044537607,0.09643192200557105,0.22618429800557105,0.1436
174,40,0.0625,0.625,0.3125,11.92900427,14.92327815,10.44980104,6.055372695,30.35929128,91.06906899,91.24315969,1.428092085,1.725707329,2.4644689769999997,1.91001801,2.044830288,2.025482502,,,0.3007,0.287382636,0.013317363999999998,-0.013317363999999998,0.00017735218390849594,0.04428787495843032,0.33167051095843036,0.3007
175,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.0000553559999998,1.944211886,1.938592604,0.0,,,0.0988,0.09116339300000001,0.00763660699999999,-0.00763660699999999,5.831776647244884e-05,0.0772935931174088,0.1684569861174088,0.0988
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557852999999,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.894659933,1.890962228,1.91983954,,,0.1476,0.136389614,0.011210386000000017,-0.011210386000000017,0.00012567275426899637,0.07595112466124672,0.2123407386612467,0.1476
177,40,0.625,0.0,0.375,11.47589639,14.73366674,5.9980083760000005,5.997918252000001,120.00051370000001,89.99610990000001,90.00016239,2.4564265030000003,1.000015026,2.4564634130000003,2.063860369,0.0,1.995760609,,,0.45299999999999996,0.44138633,0.011613669999999965,-0.011613669999999965,0.0001348773308688992,0.02563724061810147,0.46702357061810146,0.45299999999999996
178,40,0.3125,0.375,0.3125,11.57697118,14.52069827,6.068813942,6.067756716,119.99884469999999,90.00627243,89.99838914,2.3926748140000003,1.000174237,2.393091706,2.086673848,2.020487601,2.00742006,,,0.3759,0.318784788,0.057115212000000026,-0.057115212000000026,0.003262147441804947,0.1519425698324023,0.47072735783240227,0.3759
179,80,0.625,0.125,0.25,10.26082539,9.363449617,9.363184836,9.362952297,90.00215619,89.99845699,90.00289225,1.0000282790000001,1.000024836,1.000053116,1.981483119,1.9801788969999998,1.9769173869999999,,,0.2415,0.230083683,0.011416316999999981,-0.011416316999999981,0.00013033229384448858,0.04727253416149061,0.2773562171614906,0.2415
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,1.934687183,1.923129059,1.958873835,,,0.247,0.244658858,0.0023411419999999905,-0.0023411419999999905,5.480945864163956e-06,0.009478307692307654,0.25413716569230765,0.247
182,30,0.583333333,0.41666666700000005,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631000000003,1.000065424,2.7130405860000004,1.9127603969999998,1.9127207469999998,0.0,,,0.0527,0.062412410999999994,0.009712410999999997,0.009712410999999997,9.433092743292095e-05,0.18429622390891837,0.24670863490891837,0.07212482199999999
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.4661960059999999,1.697149077,2.488353197,1.9037402490000002,1.9108001119999998,1.911978025,,,0.3151,0.417194416,0.10209441600000002,0.10209441600000002,0.01042326977838106,0.32400639796889885,0.7412008139688988,0.519288832
185,80,0.0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226000001,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.7595192230000003,0.0,1.983447269,2.128446058,,,0.168,0.168698858,0.0006988579999999966,0.0006988579999999966,4.884025041639954e-07,0.004159869047619028,0.17285872704761904,0.169397716
186,80,0.5,0.125,0.375,11.07130795,24.20479727,6.500243544,6.499864815,119.99470919999999,90.01505626,90.01007879999999,3.723675445,1.000058267,3.723892413,2.011142356,1.943750875,2.0336061830000003,,,0.3377,0.330525626,0.007174373999999983,-0.007174373999999983,5.147164229187576e-05,0.021244814924489142,0.35177044092448917,0.3377
187,80,0.875,0.125,0.0,9.471201255,23.44100079,6.109682906000001,6.109335312000001,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,1.8975094080000001,1.8975094080000001,0.0,,,0.2256,0.223199299,0.002400701000000005,-0.002400701000000005,5.7633652914010245e-06,0.010641405141843994,0.233840704141844,0.2256
188,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.66435729999999,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.924688948,1.918142917,,,0.2146,0.22031446300000002,0.005714463000000003,0.005714463000000003,3.265508737836903e-05,0.02662843895619759,0.2469429019561976,0.22602892600000002
189,40,0.0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.7413074769999999,2.503142355,0.0,2.037605461,1.996021761,,,0.2983,0.264268477,0.03403152300000001,-0.03403152300000001,0.0011581445576995296,0.11408489104927927,0.37835336804927927,0.2983
190,60,0.166666667,0.0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.00136940000002,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,2.103561396,0.0,2.103561919,,,0.1561,0.11932744199999999,0.036772558,-0.036772558,0.0013522210218633638,0.2355705188981422,0.3548979608981422,0.1561
191,80,0.21875,0.75,0.03125,10.41770616,23.9743828,6.335567847999999,6.33555024,119.9967149,90.00306778,90.00989268,3.7840937660000002,1.0000027790000001,3.784104283,2.0225328780000003,1.953012921,1.828799337,,,0.2616,0.267702974,0.006102973999999983,0.006102973999999983,3.72462916446758e-05,0.023329411314984644,0.29103238531498465,0.27380594799999997
192,20,0.875,0.125,0.0,9.825783202,12.00619851,5.6980586220000005,2.9601017999999995,89.99910604,90.00028135,103.97136490000001,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0.0,,,0.0244,0.024859012000000003,0.0004590120000000017,0.0004590120000000017,2.1069201614400155e-07,0.018811967213114823,0.04367097921311483,0.025318024000000005
193,40,0.75,0.0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.7129302530000001,1.836941289,1.848869154,0.0,1.825255055,,,0.2082,0.24653119199999998,0.038331191999999986,0.038331191999999986,0.0014692802801408629,0.18410755043227658,0.43063874243227657,0.28486238399999997
195,80,0.375,0.1875,0.4375,11.44586414,24.37924355,6.585523136,6.585144716,119.99260259999998,90.01411813,90.00685098,3.7019448639999997,1.000057466,3.702157599,2.013487339,1.9910350190000001,2.074778814,,,0.3036,0.298188836,0.005411163999999968,-0.005411163999999968,2.928069583489566e-05,0.01782333333333323,0.31601216933333326,0.3036
196,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.0000159690000001,0.0,2.1682216,2.1430497269999997,,,0.0577,0.076945355,0.019245354999999992,0.019245354999999992,0.0003703836890760247,0.3335416811091853,0.4104870361091853,0.09619070999999998
