id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Ef,mbtr_predE,soap_predE,ngram_predE,atomic_predE,,
111,40,0.1875,0.5,0.3125,11.7388911,14.84211714,10.39670498,6.023910464,30.34833609,91.02845091,91.19526189,1.427578946,1.725906293,2.463867488,1.972242676,2.013535737,2.038221645,0.3546,0.335641828,0.30241456,0.317807678,0.24500208,,
112,30,0.25,0.75,0,9.734190339,13.50089569,4.997859211,4.997417851,120.000361,89.99660641,90.00479006,2.701335736,1.000088318,2.701574311,1.943251066,1.943233059,0,0.0712,0.072861882,0.07096735,0.076207397,0.088360337,,
113,80,0.53125,0.21875,0.25,10.64940155,10.27337289,9.42536061,8.798409351,90.00275903,90.00089808,90.00134617,1.089971335,1.071257341,1.167639795,1.858743847,1.858589412,1.867760797,0.2286,0.225274561,0.2183207,0.223704898,0.244571481,,
114,10,0.75,0,0.25,10.35365677,11.92808058,3.165986713,3.165777362,119.9992276,90.01183976,90.01397408,3.76757127,1.000066129,3.767820417,1.917188208,0,2.096050196,0.2445,0.202583823,0.27744159,0.214249435,0.30190836,,
115,80,0.78125,0.03125,0.1875,10.12813513,23.75233613,6.276343656,6.275943731,120.000682,90.01133586,90.0113905,3.784422497,1.000063723,3.784663653,1.961894917,1.811516065,1.901027287,0.366,0.414327687,0.40277391,0.413990644,0.24012938,,
116,80,0.6875,0.0625,0.25,10.43239796,10.20032988,9.365723769,8.73611962,90.00425179,90.00088768,90.00155725,1.089112826,1.072069085,1.167604191,1.846190432,1.896202124,1.84135739,0.1914,0.189080807,0.19650171,0.18228658,0.267822727,,
117,40,0.5,0.4375,0.0625,10.41832235,14.28622172,10.06757912,5.786202293,30.14344521,94.30214806,93.66388545,1.419032475,1.739928646,2.469015253,1.914610344,1.908964127,1.813936964,0.0812,0.17898629,0.18027747,0.092710765,0.172612725,,
118,80,0.5625,0,0.4375,10.90678327,9.555877659,9.55577247,9.555431187,90.00119878,89.99929646,90.00201079,1.000011008,1.000035716,1.000046724,2.021640258,0,2.019950093,0.2695,0.267171657,0.26672845,0.268958471,0.293978403,,
119,80,0.46875,0.25,0.28125,10.57035324,9.456622841,9.456363316,9.456257097,90.0025834,89.99759516,90.00300178,1.000027444,1.000011233,1.000038677,1.996814538,2.006485014,1.999155476,0.2322,0.231981121,0.22025531,0.221994545,0.24181202,,
120,80,0.25,0.75,0,10.28112818,23.91069515,6.302315371,6.302280688,119.9976477,90.00213661,90.01206852,3.793954086,1.000005503,3.793974965,1.95462139,1.954674467,0,0.2151,0.217182327,0.20748906,0.210557311,0.088360337,,
121,80,0.625,0,0.375,10.91090859,10.36820064,9.495620894,8.865926881,90.00412272,90.00072418,90.00095227,1.091892858,1.071024048,1.169443509,1.888241422,0,1.857252617,0.2269,0.224884748,0.23943003,0.222091119,0.307644954,,
122,20,0.25,0.5,0.25,11.29529074,12.29790596,6.081997579,3.11893722,89.99994141,90.00014536,104.4479396,2.022017569,1.950022444,3.942979641,1.947221017,1.910071236,1.872921454,0.2111,0.23887019,0.23174283,0.239037433,0.204215544,,
123,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154694081,2.154671974,2.162284067,0.0414,0.03962719,0.04035006,0.048973295,0.081660631,,
124,40,0,0.1875,0.8125,13.73625458,15.08943636,6.484797463,6.483833594,120.0007621,90.01490639,90.01052768,2.326894008,1.000148657,2.327239918,0,2.127419056,2.114567349,0.2362,0.297586066,0.28719754,0.280426122,0.183094797,,
125,80,0.21875,0.03125,0.75,12.41389047,9.977119906,9.977004874,9.976828814,89.99912391,90.00080586,90.00110828,1.00001153,1.000017647,1.000029177,2.1070228,2.103043921,2.111167952,0.1653,0.161096035,0.16690104,0.168110625,0.239454533,,
126,80,0.5625,0.4375,0,9.631379124,9.167999701,9.167547187,9.1674959,90.00420246,90.00443049,89.99631888,1.00004936,1.000005594,1.000054955,1.943780484,1.932416247,0,0.0951,0.112242718,0.10732052,0.089673062,0.102689092,,
127,80,0.0625,0.9375,0,10.30722496,9.37748935,9.3774598,9.376914565,90.00617009,90.00528495,89.99289947,1.000003151,1.000058147,1.000061298,1.97659048,1.983543871,0,0.0838,0.082502984,0.08353536,0.082127258,0.072385424,,
128,80,0.8125,0.03125,0.15625,9.996963521,23.68870414,6.24396778,6.243566991,120.0016032,90.0105969,90.01031386,3.793854321,1.000064192,3.794097857,1.926067189,2.070406937,1.96310575,0.3179,0.319336765,0.32511578,0.318298103,0.218899844,,
129,80,0.5,0.0625,0.4375,11.2669905,24.2852174,6.546560101,6.546141354,119.9938241,90.01577403,90.01132596,3.709614977,1.000063969,3.709852276,2.024506935,1.88963768,2.043773972,0.3519,0.329808368,0.33891855,0.329786644,0.30869611,,
130,40,0.375,0.375,0.25,10.97709862,14.61272785,9.915283272,5.828481502,31.72179669,97.26937297,98.55661197,1.47375798,1.701177789,2.507124342,1.876303044,1.967740977,1.942875805,0.2534,0.244669298,0.26470033,0.316282947,0.201638001,,
131,30,0.5,0.416666667,0.083333333,9.639152593,13.46961831,4.979145098,4.978792897,120.0010108,89.99260288,90.00856009,2.705207027,1.00007074,2.705398394,1.936492982,1.936484303,1.936536395,0.1295,0.110325168,0.11126848,0.124169712,0.184306276,,
132,40,0,0.25,0.75,13.66536936,15.28049068,6.427929026,6.426012543,119.9997656,90.00980615,89.9998742,2.377202769,1.000298238,2.377911742,0,2.205895228,2.11417351,0.3156,0.338162718,0.33698393,0.29645639,0.183562495,,
133,30,0.333333333,0.666666667,0,9.624292309,13.4593253,4.977225563,4.976814077,120.0005424,89.995212,90.00617042,2.704182306,1.000082681,2.704405889,1.935598647,1.935636542,0,0.0782,0.076441153,0.08654651,0.085092762,0.096545965,,
134,80,0.09375,0.375,0.53125,11.89270443,9.835409281,9.835352035,9.835314864,90.0025294,90.00237237,89.99681286,1.00000582,1.000003779,1.0000096,2.082315464,2.080028544,2.079628289,0.155,0.158342556,0.16424523,0.168780574,0.226320924,,
135,80,0.53125,0.34375,0.125,10.26366136,10.13472847,9.319318765,8.693527211,90.002262,90.00125493,90.00184111,1.087496707,1.071983619,1.165778656,1.843748011,1.832109299,1.826540791,0.1141,0.121160048,0.12694896,0.110174201,0.203744238,,
136,80,0.03125,0.125,0.84375,13.41274525,11.1657432,10.11996732,9.496004643,89.99981851,90.00017318,89.99662108,1.103337871,1.065707916,1.175835904,1.994850532,2.012935684,2.013601538,0.1808,0.189889957,0.19189298,0.181608905,0.158959318,,
137,80,0.03125,0.09375,0.875,13.52689732,11.2004103,10.14648147,9.522232526,89.99991109,90.00021497,89.99639087,1.10387136,1.065556994,1.176237849,2.063121934,2.012703181,2.01759418,0.2245,0.231242759,0.21063793,0.216288832,0.137516101,,
138,80,0.5625,0,0.4375,10.90678327,9.555877659,9.55577247,9.555431187,90.00119878,89.99929646,90.00201079,1.000011008,1.000035716,1.000046724,2.023120153,0,2.018047371,0.2413,0.252088103,0.26266451,0.268958471,0.293978403,,
139,80,0.40625,0.28125,0.3125,11.24430511,24.41691412,6.22841496,6.114270772,89.99977905,104.6682799,90.00016318,3.920245243,1.018668488,3.993430293,1.891280453,1.880697849,1.924866295,0.1294,0.125699779,0.13807118,0.128263993,0.234840412,,
140,80,0.3125,0.4375,0.25,10.69757698,9.494383814,9.494149446,9.494072896,90.00342074,90.00344637,89.99632099,1.000024686,1.000008063,1.000032749,2.009193407,2.005034449,2.011182423,0.1875,0.188695814,0.19517072,0.197380826,0.196205877,,
141,40,0.3125,0.6875,0,10.44221028,14.28597046,9.94019388,5.77567143,30.62630613,91.27469484,91.4800787,1.437192336,1.721045596,2.47347354,1.89471095,1.977126121,0,0.1015,0.182088774,0.17468213,0.130865012,0.094688846,,
142,40,0.8125,0,0.1875,10.07163486,9.264996974,8.633845419,5.036286353,90.00096943,90.00190705,90.00517805,1.073102022,1.714327743,1.839648567,1.831532449,0,1.802768279,0.2383,0.18457343,0.21234861,0.180230555,0.271045093,,
143,80,0.78125,0.21875,0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.911037901,1.886506575,0,0.2388,0.231237703,0.22280201,0.236207964,0.095956994,,
144,80,0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.000015969,0,2.145568805,2.147244689,0.0591,0.064232438,0.05298044,0.062719945,0.173694404,,
145,40,0.75,0,0.25,10.72760785,14.17509619,5.912502347,5.911991095,119.999688,90.00637041,89.99445707,2.397478319,1.000086477,2.397685646,1.954630271,0,2.034929486,0.4211,0.42855053,0.44218147,0.427003163,0.30190836,,
146,80,0.875,0.125,0,9.436838609,9.835386334,9.082090388,8.451606596,90.00497582,90.00144522,90.00239719,1.082943014,1.074599283,1.163729786,1.784904409,1.793249886,0,0.0536,0.053424574,0.04753564,0.053009257,0.102898974,,
147,20,0.125,0.625,0.25,11.46981781,12.36287424,6.107521189,3.13671265,90.0000846,90.00012508,104.404871,2.024204887,1.947108923,3.941347398,1.883479153,1.942934653,1.883479153,0.2215,0.23867387,0.22356271,0.228926926,0.221969062,,
148,40,0.625,0.375,0,10.05519255,14.05838179,10.00734749,5.763035464,29.74384868,90.71708836,90.82482011,1.404805999,1.736471613,2.43940574,1.919581146,1.930270525,0,0.2175,0.231686111,0.19528679,0.206773454,0.100211412,,
149,80,0.5,0.09375,0.40625,10.90159583,9.554357213,9.554214657,9.553963894,90.00164963,89.99865933,90.00228478,1.000014921,1.000026247,1.000041168,2.020575865,2.013913179,2.022114936,0.2566,0.26204273,0.25090134,0.250485043,0.307620117,,
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,1.914209746,1.924797026,1.948089043,0.1044,0.099647296,0.0895979,0.096336705,0.168241647,,
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.0009958,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,2.063747543,2.063717154,2.063760636,0.1663,0.179771497,0.17862192,0.182075804,0.234735258,,
152,30,0.5,0.5,0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.709945703,1.000071234,2.710138742,1.920370005,1.920370005,0,0.0697,0.068651416,0.06768691,0.073741106,0.10374637,,
153,80,0.875,0.125,0,9.224361841,9.037069614,9.036609558,9.036352693,90.00293325,89.99853739,90.00387529,1.00005091,1.000028426,1.000079337,1.910210916,1.917423642,0,0.0911,0.087641273,0.0872309,0.062686551,0.102898974,,
154,80,0.9375,0.0625,0,9.396569196,23.39412035,6.091704968,6.091308479,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.883202689,2.026149977,0,0.2022,0.209436314,0.19876026,0.203541433,0.113479161,,
155,80,0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0,2.101660688,2.098972841,0.1117,0.121982866,0.11695351,0.132539912,0.119528151,,
156,20,0.375,0.625,0,10.47222242,12.26594389,5.800387579,3.03120355,89.99971937,90.00019851,103.7911008,2.114676601,1.913559246,4.046558962,1.902042076,1.875698931,0,0.0247,0.020392481,0.02168748,0.024709222,0.099714898,,
157,80,0.375,0.40625,0.21875,11.04040441,24.47414036,6.184834,6.024431426,89.999787,104.4068927,90.00016987,3.957121624,1.026625346,4.062481358,1.891974321,1.895511506,1.915435245,0.1481,0.133215225,0.13067447,0.140026335,0.191555276,,
158,30,1,0,0,8.774593311,13.12676764,4.812184045,4.812013398,120.0020528,89.98331708,90.01743591,2.727819119,1.000035463,2.727915854,1.874621713,0,0,0,0.032985958,0.03401093,0.036431728,0.127431297,,
159,80,0.84375,0.15625,0,9.264537293,9.050162588,9.049698188,9.049472106,90.00306153,89.9983126,90.00393159,1.000051317,1.000024983,1.000076301,1.914116312,1.91261783,0,0.0907,0.086869964,0.08901603,0.062584004,0.09940054,,
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.901950102,1.951217602,0.0563,0.045018068,0.05853277,0.054580727,0.259460752,,
161,80,0.40625,0.3125,0.28125,10.92415227,10.36647274,9.499583348,8.87446467,90.00166053,90.00081759,90.00101514,1.091255517,1.070440156,1.168123726,1.871196298,1.879639815,1.88277881,0.2194,0.211388045,0.20759342,0.217104115,0.220869486,,
162,40,0.6875,0,0.3125,10.99877209,14.51768781,10.18432579,5.898075474,30.30346328,90.86130292,90.99811671,1.425493264,1.726720154,2.461427948,1.980740188,0,1.973988109,0.3576,0.355164858,0.35757928,0.35901631,0.312435245,,
163,20,0.625,0.375,0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.919178886,4.05122227,1.8749107,1.848525571,0,0.0319,0.031437269,0.03515665,0.031104015,0.100211412,,
164,40,0,0.3125,0.6875,13.39217812,15.50447394,10.85419016,6.292458296,30.4010047,91.32271709,91.53675836,1.428432127,1.72495226,2.463977226,0,2.061594719,2.128172731,0.275,0.265973547,0.27688924,0.298298092,0.162475982,,
165,40,0,0.0625,0.9375,14.6287706,15.77266067,6.545421398,6.544497836,119.9957432,90.02544423,90.01545116,2.40972425,1.00014112,2.410064311,0,2.050445886,2.201042054,0.3142,0.291466589,0.30498466,0.319559999,0.125534569,,
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.820158518,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,2.04613518,2.149434559,2.116525045,0.2857,0.29408883,0.26819644,0.306697325,0.247468881,,
167,80,0.3125,0.34375,0.34375,11.24042449,24.30564885,6.536004576,6.53571337,119.9932017,90.01141346,90.00477655,3.718731921,1.000044556,3.718897613,1.994893953,2.058904332,2.009614215,0.3267,0.34402454,0.33938499,0.335055495,0.222526515,,
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.2574731,90.00018811,3.983263172,1.031020064,4.10682425,1.872512543,1.901490303,1.917717849,0.1104,0.1124575,0.11607658,0.094416914,0.188215559,,
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.0586681,90.00013929,3.859147828,1.006930634,3.885894169,1.895772115,1.910581202,1.91340198,0.1885,0.215660029,0.19399336,0.181211915,0.276006815,,
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,1.909529981,1.924228029,1.896026145,0.2628,0.259395595,0.26922353,0.244427179,0.242603698,,
171,80,0.40625,0.25,0.34375,11.32699457,24.40866467,6.24590452,6.146367017,89.99978848,104.7500943,90.00015933,3.907947134,1.016194526,3.971234487,1.89744291,1.907349406,1.897019103,0.2264,0.233790991,0.22843269,0.22936445,0.247462204,,
172,80,0.65625,0.34375,0,9.741426109,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,1.910366132,1.929018182,0,0.221,0.219725381,0.21427829,0.218483389,0.098756369,,
173,60,0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.337716391,2.000202505,2.675703675,0,2.033566312,2.033567167,0.1436,0.138097312,0.14049128,0.129752376,0.110325805,,
174,40,0.0625,0.625,0.3125,11.92900427,14.92327815,10.44980104,6.055372695,30.35929128,91.06906899,91.24315969,1.428092085,1.725707329,2.464468977,1.91001801,2.044830288,2.025482502,0.3007,0.302673587,0.28186515,0.287382636,0.215678691,,
175,80,0.53125,0.46875,0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,1.944211886,1.938592604,0,0.0988,0.10651953,0.10223886,0.091163393,0.103442803,,
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557853,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,1.894659933,1.890962228,1.91983954,0.1476,0.139274008,0.14641295,0.136389614,0.212769304,,
177,40,0.625,0,0.375,11.47589639,14.73366674,5.998008376,5.997918252,120.0005137,89.9961099,90.00016239,2.456426503,1.000015026,2.456463413,2.063860369,0,1.995760609,0.453,0.352631296,0.35548341,0.44138633,0.307644954,,
178,40,0.3125,0.375,0.3125,11.57697118,14.52069827,6.068813942,6.067756716,119.9988447,90.00627243,89.99838914,2.392674814,1.000174237,2.393091706,2.086673848,2.020487601,2.00742006,0.3759,0.337450253,0.32740074,0.318784788,0.216516533,,
179,80,0.625,0.125,0.25,10.26082539,9.363449617,9.363184836,9.362952297,90.00215619,89.99845699,90.00289225,1.000028279,1.000024836,1.000053116,1.981483119,1.980178897,1.976917387,0.2415,0.234229938,0.24259853,0.230083683,0.257405637,,
180,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.268150882,89.99995874,104.9481126,90.00012774,3.870245282,1.010493235,3.910856674,1.89503853,1.915884205,1.923329088,0.1805,0.188603529,0.17495785,0.17533595,0.243469973,,
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,1.934687183,1.923129059,1.958873835,0.247,0.237816305,0.24780478,0.244658858,0.273432477,,
182,30,0.583333333,0.416666667,0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,1.912760397,1.912720747,0,0.0527,0.046763809,0.05061896,0.062412411,0.101980223,,
183,80,0.78125,0.21875,0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,1.900296499,1.924868726,0,0.2201,0.214474356,0.21336728,0.218379624,0.095956994,,
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.466196006,1.697149077,2.488353197,1.903740249,1.910800112,1.911978025,0.3151,0.314954597,0.29057029,0.417194416,0.254346465,,
185,80,0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.759519223,0,1.983447269,2.128446058,0.168,0.179027622,0.17092887,0.168698858,0.090774073,,
186,80,0.5,0.125,0.375,11.07130795,24.20479727,6.500243544,6.499864815,119.9947092,90.01505626,90.0100788,3.723675445,1.000058267,3.723892413,2.011142356,1.943750875,2.033606183,0.3377,0.328643315,0.32658736,0.330525626,0.298851511,,
187,80,0.875,0.125,0,9.471201255,23.44100079,6.109682906,6.109335312,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,1.897509408,1.897509408,0,0.2256,0.222321309,0.21629885,0.223199299,0.102898974,,
188,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,1.914835448,1.924688948,1.918142917,0.2146,0.214573867,0.21282353,0.220314463,0.259460752,,
189,40,0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.741307477,2.503142355,0,2.037605461,1.996021761,0.2983,0.290384186,0.28397575,0.264268477,0.183094797,,
190,60,0.166666667,0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.0013694,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,2.103561396,0,2.103561919,0.1561,0.151255863,0.14761698,0.119327442,0.175147223,,
191,80,0.21875,0.75,0.03125,10.41770616,23.9743828,6.335567848,6.33555024,119.9967149,90.00306778,90.00989268,3.784093766,1.000002779,3.784104283,2.022532878,1.953012921,1.828799337,0.2616,0.261762961,0.26431763,0.267702974,0.107703846,,
192,20,0.875,0.125,0,9.825783202,12.00619851,5.698058622,2.9601018,89.99910604,90.00028135,103.9713649,2.107068268,1.924953602,4.056008651,1.851334375,1.794424201,0,0.0244,0.038114316,0.03696708,0.024859012,0.102898974,,
193,40,0.75,0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.712930253,1.836941289,1.848869154,0,1.825255055,0.2082,0.213487318,0.21525036,0.246531192,0.30190836,,
194,80,0.1875,0.8125,0,10.36860347,23.9577515,6.322837994,6.322775451,119.9968032,90.00356996,90.00905578,3.789081979,1.000009892,3.78911946,1.915568776,1.971143833,0,0.192,0.195042295,0.18948282,0.189472573,0.081753223,,
195,80,0.375,0.1875,0.4375,11.44586414,24.37924355,6.585523136,6.585144716,119.9926026,90.01411813,90.00685098,3.701944864,1.000057466,3.702157599,2.013487339,1.991035019,2.074778814,0.3036,0.295362531,0.30946955,0.298188836,0.267887028,,
196,80,0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.000015969,0,2.1682216,2.143049727,0.0577,0.052523454,0.05891518,0.076945355,0.173694404,,
197,80,0,0.53125,0.46875,11.83427867,9.819296683,9.819272649,9.81910897,90.00284607,90.0032718,89.99577088,1.000002448,1.000016669,1.000019117,0,2.074588818,2.078893993,0.1375,0.134869304,0.1415052,0.143314135,0.09957278,,
198,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,2.008639233,2.008575073,2.008639237,0.2813,0.236491356,0.2487853,0.236058392,0.277378871,,
199,40,0.625,0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.831681547,1.875042978,0,1.879250024,0.2958,0.25257653,0.26080155,0.269580275,0.307644954,,
200,60,0,0.5,0.5,11.58472625,14.18623301,10.63794015,5.318441245,120.0005433,89.99992879,89.99950015,1.333550745,2.000198867,2.667366688,0,2.065839751,2.065839751,0.1576,0.155589951,0.16044211,0.14187934,0.099451449,,
201,80,0.09375,0.625,0.28125,11.59805611,24.74998794,6.29980259,6.145943695,90.0001285,104.4779555,90.00011608,3.92869262,1.025034218,4.027044368,1.935871979,1.906801277,1.95912854,0.0559,0.03871569,0.05174602,0.05316898,0.228527056,,
202,80,0,0.46875,0.53125,12.41984295,24.78148543,6.46638221,6.421747426,90.00029609,105.0881185,90.00007154,3.832357047,1.006950567,3.8589941,0,1.923421446,1.954642366,0.01,0.008375873,0.01277574,0.009380943,0.102466207,,
203,40,0.25,0.4375,0.3125,11.8654343,14.80496676,6.084240824,6.084067944,119.9987775,89.9856923,90.0097017,2.43333017,1.000028415,2.433399314,2.059396309,2.027150675,2.068149547,0.3223,0.388781656,0.36201561,0.350538852,0.225891856,,
204,80,0.40625,0.375,0.21875,10.72677042,10.2971503,9.44656121,8.822022849,90.00141838,90.00098147,90.00130344,1.090042193,1.070793102,1.167209661,1.863078935,1.858180167,1.882123771,0.1979,0.184916527,0.18169602,0.187381134,0.198477638,,
205,80,0.21875,0.34375,0.4375,11.84328795,24.57880708,6.3516995,6.280869766,90.00002934,104.9269164,90.00011767,3.869642618,1.011277058,3.913280803,1.91520721,1.899367551,1.935311393,0.1127,0.109602657,0.10645636,0.109897325,0.23733292,,
206,30,0,0.25,0.75,12.39652354,14.46656006,5.448610476,5.448083592,120.0009232,89.99887787,89.99930029,2.655091628,1.00009671,2.655348402,0,2.11427146,2.114258886,0.1591,0.14637927,0.14091191,0.096604445,0.183562495,,
207,80,0,0.375,0.625,12.63412094,24.90307374,6.845597109,6.845146758,119.9868437,90.00228805,89.99266257,3.637823457,1.000065791,3.638062794,0,1.97605603,2.193711496,0.0599,0.065836854,0.06712599,0.060259758,0.132787034,,
208,40,0.3125,0.375,0.3125,11.30162302,14.44642506,10.34922295,5.98263835,30.62888047,83.74258879,82.75310509,1.395894661,1.729876075,2.414724778,1.913801102,1.916340654,1.913176217,0.3234,0.311189265,0.30962237,0.357456047,0.216516533,,
209,10,0.5,0.25,0.25,10.68654848,12.02200314,3.20381633,3.20366999,119.9966029,90.01471,90.00702588,3.752400856,1.000045679,3.752572262,1.84951888,2.119521993,2.119136205,0.1397,0.17030805,0.14708491,0.125578332,0.236857651,,
210,80,0.5,0.25,0.25,10.43407013,9.415823222,9.415540041,9.415431084,90.00266574,89.99759539,90.00311589,1.000030076,1.000011572,1.000041648,1.987973321,1.991257236,1.997824832,0.2207,0.226586125,0.22040426,0.216552498,0.236857651,,
211,40,0.8125,0.1875,0,9.808033147,13.94225596,9.922493289,5.71474396,29.75398092,90.61289533,90.70510122,1.405116189,1.736297087,2.439699146,1.918696562,1.863621315,0,0.2565,0.170267093,0.16774453,0.209578565,0.097115005,,
212,80,0.3125,0,0.6875,12.39073622,24.41537168,6.519143054,6.46495281,89.99999303,90.00010438,105.5676502,3.74518115,1.008382156,3.776573843,1.923724097,0,1.916364036,0.3328,0.351198165,0.32118149,0.306263678,0.263694557,,
213,80,0.3125,0.1875,0.5,11.77362265,10.65294165,9.720951534,9.095399374,90.00152812,90.00044965,89.99967802,1.095874371,1.068776767,1.171245067,1.93373555,1.910215102,1.92649905,0.2596,0.257215422,0.26051502,0.253690252,0.255400609,,
214,80,0.0625,0.03125,0.90625,13.50180796,25.21829499,7.032424936,7.031781728,119.9850682,90.01872813,89.98519378,3.586002726,1.000091472,3.586330743,2.029941683,2.029941683,2.17991946,0.1734,0.192311911,0.2069984,0.17583221,0.090039436,,
215,80,0.6875,0.21875,0.09375,9.958284567,10.02702037,9.233174115,8.605014336,90.0036286,90.00128026,90.00208339,1.085977611,1.072999272,1.165253186,1.823932788,1.808561754,1.806095818,0.1411,0.136507204,0.14024715,0.133767066,0.185435826,,
216,80,0,0.25,0.75,12.75936865,10.06874323,10.06866969,10.0686632,89.9977123,90.00149458,90.00168185,1.000007304,1.000000645,1.000007948,0,2.136410373,2.127047557,0.0815,0.084172284,0.08152569,0.103024131,0.183562495,,
217,40,0.4375,0.5625,0,10.33929438,14.22967985,9.975772166,5.776534014,30.29262659,90.72965421,90.84782701,1.426423901,1.726947706,2.463359484,1.981180274,1.926989192,0,0.1448,0.141698825,0.13111593,0.068691454,0.102808035,,
218,80,0.1875,0.09375,0.71875,12.71508385,10.95403353,9.954259714,9.328808591,90.00100304,90.00031548,89.99798341,1.100436782,1.067045123,1.174215702,1.979052971,1.957359005,1.978887162,0.2473,0.255132432,0.25534989,0.267330437,0.236158087,,
219,80,0.9375,0.03125,0.03125,9.484678083,23.4342707,6.114940467,6.114525225,120.0055367,90.00721772,90.0037332,3.83229744,1.000067911,3.832557695,1.889902942,2.032675744,2.03299476,0.2117,0.227858425,0.22423699,0.211978125,0.130853317,,
220,40,0.375,0.625,0,10.0967816,9.272915072,8.65095232,5.034574289,90.00188988,90.00216212,90.00019855,1.071895293,1.718308604,1.841846905,1.850623807,1.812966809,0,0.0377,0.045197379,0.04055607,0.038672512,0.099714898,,
221,80,0,0.96875,0.03125,10.73279231,24.13917674,6.408622416,6.408521857,119.9937606,90.00855784,89.99631075,3.766671708,1.000015691,3.766730812,0,1.981500025,2.121804248,0.1765,0.184400788,0.1723897,0.177667213,0.084102133,,
222,80,0.21875,0.40625,0.375,11.49849091,10.55811901,9.650690406,9.02788247,90.00014922,90.00054857,90.00018398,1.094027325,1.068987156,1.169501159,1.897342576,1.907455093,1.920274089,0.2074,0.207950478,0.21721691,0.214647875,0.244619191,,
