id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,beta,gamma,a_b,b_c,a_c,ecn_bond_dist_Al-Ga,ecn_bond_dist_Al-In,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-Al,ecn_bond_dist_Ga-In,ecn_bond_dist_Ga-O,ecn_bond_dist_In-Al,ecn_bond_dist_In-Ga,ecn_bond_dist_In-O,ecn_bond_dist_O-Al,ecn_bond_dist_O-Ga,ecn_bond_dist_O-In,Ef,ngram_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
142,40,0.8125,0.0,0.1875,10.07163486,9.264996974,8.633845419,5.036286353,90.00096943,90.00190705,90.00517805,1.073102022,1.714327743,1.839648567,0.0,3.290909492,1.831532449,0.0,0.0,0.0,3.156916602,0.0,1.802768279,1.894890117,0.0,0.762643358,0.2383,0.180230555,0.058069445,-0.058069445,0.00337206044261,0.243682102392,0.423912657392,0.2383
143,80,0.78125,0.21875,0.0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,2.556363337,0.0,1.911037901,3.068277098,0.0,1.886506575,0.0,0.0,0.0,1.893848697,1.115252778,0.0,0.2388,0.236207964,0.002592036,-0.002592036,6.7186506253e-06,0.0108544221106,0.247062386111,0.2388
144,80,0.0,0.15625,0.84375,13.078132,10.15195836,10.15179837,10.15179625,89.99835342,90.00119506,90.00107006,1.00001576,1.000000209,1.000015969,0.0,0.0,0.0,0.0,3.354014545,2.145568805,0.0,3.381071322,2.147244689,0.0,1.139084185,2.144647409,0.0591,0.062719945,0.003619945,0.003619945,1.3104001803e-05,0.0612511844332,0.123971129433,0.06633989
145,40,0.75,0.0,0.25,10.72760785,14.17509619,5.912502347,5.911991095,119.999688,90.00637041,89.99445707,2.397478319,1.000086477,2.397685646,0.0,2.405487829,1.954630271,0.0,0.0,0.0,2.914526424,0.0,2.034929486,1.896890433,0.0,1.356826635,0.4211,0.427003163,0.005903163,0.005903163,3.48473334046e-05,0.0140184350511,0.441021598051,0.432906326
146,80,0.875,0.125,0.0,9.436838609,9.835386334,9.082090388,8.451606596,90.00497582,90.00144522,90.00239719,1.082943014,1.074599283,1.163729786,2.796586139,0.0,1.784904409,2.900310256,0.0,1.793249886,0.0,0.0,0.0,1.817003095,0.902020679,0.0,0.0536,0.053009257,0.000590743,-0.000590743,3.48977292049e-07,0.0110213246269,0.0640305816269,0.0536
147,20,0.125,0.625,0.25,11.46981781,12.36287424,6.107521189,3.13671265,90.0000846,90.00012508,104.404871,2.024204887,1.947108923,3.941347398,3.319554995,0.0,1.883479153,2.029715331,2.680255462,1.942934653,0.0,3.319554995,1.883479153,0.477814546,1.977545389,0.955629093,0.2215,0.228926926,0.007426926,0.007426926,5.51592298095e-05,0.0335301399549,0.262457065955,0.236353852
148,40,0.625,0.375,0.0,10.05519255,14.05838179,10.00734749,5.763035464,29.74384868,90.71708836,90.82482011,1.404805999,1.736471613,2.43940574,3.06459098,0.0,1.919581146,3.02238896,0.0,1.930270525,0.0,0.0,0.0,1.882920073,1.688061189,0.0,0.2175,0.206773454,0.010726546,-0.010726546,0.00011505878909,0.0493174528736,0.256090906874,0.2175
149,80,0.5,0.09375,0.40625,10.90159583,9.554357213,9.554214657,9.553963894,90.00164963,89.99865933,90.00228478,1.000014921,1.000026247,1.000041168,1.612155795,3.158645492,2.020575865,3.156656817,3.156550013,2.013913179,3.157859481,2.750253887,2.022114936,1.950664147,0.775079743,1.87268451,0.2566,0.250485043,0.006114957,-0.006114957,3.73926991118e-05,0.0238306975838,0.274315740584,0.2566
150,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,0.0,3.211257685,1.914209746,0.0,3.351108684,1.924797026,1.365273916,3.429176357,1.948089043,0.16241331,1.470406357,1.688304094,0.1044,0.096336705,0.008063295,-0.008063295,6.5016726257e-05,0.0772346264368,0.173571331437,0.1044
151,30,0.166666667,0.25,0.583333333,11.60158599,14.19652994,5.320891195,5.320420877,120.0009958,89.99737688,90.00190902,2.668073715,1.000088399,2.66830957,3.009182613,3.009182613,2.063747543,2.006121742,3.125785372,2.063717154,3.543314764,2.404439035,2.063760636,1.415204084,1.395539683,2.063804907,0.1663,0.182075804,0.015775804,0.015775804,0.000248875991846,0.0948635237523,0.276939327752,0.197851608
153,80,0.875,0.125,0.0,9.224361841,9.037069614,9.036609558,9.036352693,90.00293325,89.99853739,90.00387529,1.00005091,1.000028426,1.000079337,3.020587923,0.0,1.910210916,2.985583845,0.0,1.917423642,0.0,0.0,0.0,1.907494851,0.848545395,0.0,0.0911,0.062686551,0.028413449,-0.028413449,0.000807324084076,0.311892963776,0.374579514776,0.0911
154,80,0.9375,0.0625,0.0,9.396569196,23.39412035,6.091704968,6.091308479,120.006231,90.00815933,90.00087643,3.840323928,1.000065091,3.840573898,1.746539758,0.0,1.883202689,3.045468482,0.0,2.026149977,0.0,0.0,0.0,1.864140046,0.506599947,0.0,0.2022,0.203541433,0.001341433,0.001341433,1.79944249349e-06,0.00663418892186,0.210175621922,0.204882866
155,80,0.0,0.40625,0.59375,12.23969472,9.930127864,9.93011005,9.930055415,90.00223053,90.00254024,89.99663698,1.000001794,1.000005502,1.000007296,0.0,0.0,0.0,0.0,3.283395473,2.101660688,0.0,3.285290922,2.098972841,0.0,1.848974764,2.107156835,0.1117,0.132539912,0.020839912,0.020839912,0.000434301932168,0.18657038496,0.31911029696,0.153379824
157,80,0.375,0.40625,0.21875,11.04040441,24.47414036,6.184834,6.024431426,89.999787,104.4068927,90.00016987,3.957121624,1.026625346,4.062481358,2.697260432,2.95932673,1.891974321,3.008589579,2.93893782,1.895511506,3.190789383,3.163304598,1.915435245,1.492259336,1.443533676,1.281308231,0.1481,0.140026335,0.008073665,-0.008073665,6.51840665322e-05,0.0545149561107,0.194541291111,0.1481
158,30,1.0,0.0,0.0,8.774593311,13.12676764,4.812184045,4.812013398,120.0020528,89.98331708,90.01743591,2.727819119,1.000035463,2.727915854,0.0,0.0,1.874621713,0.0,0.0,0.0,0.0,0.0,0.0,1.874757891,0.0,0.0,0.0,0.036431728,0.036431728,0.036431728,0.00132727080507,0.0,0.036431728,0.072863456
159,80,0.84375,0.15625,0.0,9.264537293,9.050162588,9.049698188,9.049472106,90.00306153,89.9983126,90.00393159,1.000051317,1.000024983,1.000076301,2.87113996,0.0,1.914116312,2.989855033,0.0,1.91261783,0.0,0.0,0.0,1.912368274,1.139407662,0.0,0.0907,0.062584004,0.028115996,-0.028115996,0.000790509231072,0.30998893054,0.37257293454,0.0907
160,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,3.190709552,3.274534548,1.914835448,2.05225927,3.311131623,1.901950102,2.683091745,3.275380202,1.951217602,0.867995932,1.901764925,1.646275383,0.0563,0.054580727,0.001719273,-0.001719273,2.95589964853e-06,0.0305377087034,0.0851184357034,0.0563
161,80,0.40625,0.3125,0.28125,10.92415227,10.36647274,9.499583348,8.87446467,90.00166053,90.00081759,90.00101514,1.091255517,1.070440156,1.168123726,3.17459748,3.199287495,1.871196298,3.116305851,3.153883946,1.879639815,3.168040783,3.104856295,1.88277881,1.767653442,1.536015333,1.366251245,0.2194,0.217104115,0.002295885,-0.002295885,5.27108793323e-06,0.0104643801276,0.227568495128,0.2194
162,40,0.6875,0.0,0.3125,10.99877209,14.51768781,10.18432579,5.898075474,30.30346328,90.86130292,90.99811671,1.425493264,1.726720154,2.461427948,0.0,3.133320953,1.980740188,0.0,0.0,0.0,3.14700042,0.0,1.973988109,1.854515302,0.0,1.653669514,0.3576,0.35901631,0.00141631,0.00141631,2.0059340161e-06,0.003960598434,0.362976908434,0.36043262
163,20,0.625,0.375,0.0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.919178886,4.05122227,3.312966007,0.0,1.8749107,3.191854195,0.0,1.848525571,0.0,0.0,0.0,1.730593869,1.073727918,0.0,0.0319,0.031104015,0.000795985,-0.000795985,6.33592120225e-07,0.024952507837,0.056056522837,0.0319
164,40,0.0,0.3125,0.6875,13.39217812,15.50447394,10.85419016,6.292458296,30.4010047,91.32271709,91.53675836,1.428432127,1.72495226,2.463977226,0.0,0.0,0.0,0.0,3.454223069,2.061594719,0.0,3.061809983,2.128172731,0.0,1.280410161,2.102211587,0.275,0.298298092,0.023298092,0.023298092,0.00054280109084,0.0847203345455,0.383018426545,0.321596184
165,40,0.0,0.0625,0.9375,14.6287706,15.77266067,6.545421398,6.544497836,119.9957432,90.02544423,90.01545116,2.40972425,1.00014112,2.410064311,0.0,0.0,0.0,0.0,3.789304777,2.050445886,0.0,1.777703206,2.201042054,0.0,0.345492661,2.133872363,0.3142,0.319559999,0.005359999,0.005359999,2.872958928e-05,0.0170591947804,0.33661919378,0.324919998
166,80,0.21875,0.09375,0.6875,12.49762487,24.81872725,6.820158518,6.819646147,119.9882816,90.01600653,89.99919908,3.639024985,1.000075132,3.639298391,1.948611822,3.52297268,2.04613518,2.273215382,3.497885253,2.149434559,3.542145294,2.612244494,2.116525045,1.300582307,0.721147298,2.158117915,0.2857,0.306697325,0.020997325,0.020997325,0.000440887657156,0.0734943122156,0.380191637216,0.32769465
168,80,0.4375,0.40625,0.15625,10.79239908,24.42568624,6.13207945,5.947584983,89.99969415,104.2574731,90.00018811,3.983263172,1.031020064,4.10682425,2.961590927,2.999914683,1.872512543,3.177938485,2.934940391,1.901490303,3.143145134,3.119303662,1.917717849,1.699894593,1.658238434,1.077930282,0.1104,0.094416914,0.015983086,-0.015983086,0.000255459038083,0.14477432971,0.23919124371,0.1104
169,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.0586681,90.00013929,3.859147828,1.006930634,3.885894169,2.514666933,3.211011621,1.895772115,3.262317562,3.225697354,1.910581202,3.21429717,2.633188837,1.91340198,1.62040399,0.96473387,1.901025581,0.1885,0.181211915,0.007288085,-0.007288085,5.31161829672e-05,0.0386635809019,0.219875495902,0.1885
170,80,0.3125,0.28125,0.40625,11.46328492,10.54895108,9.641415282,9.016728774,90.0011983,90.00054744,90.00020395,1.094128898,1.069280836,1.169931063,3.22001974,3.235591834,1.909529981,3.241210908,3.265020839,1.924228029,3.237906092,3.29253348,1.896026145,1.563672672,1.485473276,1.602547124,0.2628,0.244427179,0.018372821,-0.018372821,0.000337560551498,0.0699117998478,0.314338978848,0.2628
172,80,0.65625,0.34375,0.0,9.741426109,23.60521139,6.174477407,6.174285451,120.0028918,90.01828942,89.99805041,3.823029843,1.00003109,3.823148699,3.155698553,0.0,1.910366132,3.087088667,0.0,1.929018182,0.0,0.0,0.0,1.908098884,1.623561574,0.0,0.221,0.218483389,0.002516611,-0.002516611,6.33333092532e-06,0.0113873800905,0.22987076909,0.221
173,60,0.0,0.666666667,0.333333333,11.06368326,13.99935351,10.46511324,5.232026864,120.0002971,90.00039383,89.99977046,1.337716391,2.000202505,2.675703675,0.0,0.0,0.0,0.0,3.179979397,2.033566312,0.0,3.061086122,2.033567167,0.0,2.045873288,1.36801175,0.1436,0.129752376,0.013847624,-0.013847624,0.000191756690445,0.0964319220056,0.226184298006,0.1436
174,40,0.0625,0.625,0.3125,11.92900427,14.92327815,10.44980104,6.055372695,30.35929128,91.06906899,91.24315969,1.428092085,1.725707329,2.464468977,3.526456012,3.526168841,1.91001801,1.063433765,3.282279812,2.044830288,2.879528868,3.235780165,2.025482502,0.322791616,2.01981615,1.523182877,0.3007,0.287382636,0.013317364,-0.013317364,0.000177352183908,0.0442878749584,0.331670510958,0.3007
175,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.03881149,0.0,1.944211886,3.034220531,0.0,1.938592604,0.0,0.0,0.0,1.954898729,1.875484414,0.0,0.0988,0.091163393,0.007636607,-0.007636607,5.83177664724e-05,0.0772935931174,0.168456986117,0.0988
176,80,0.375,0.34375,0.28125,11.20497401,24.45764165,6.21981312,6.088557853,89.99980585,104.5747942,90.00016196,3.932214872,1.021557694,4.016984357,3.180160937,3.029305905,1.894659933,3.17200228,3.233499649,1.890962228,3.237866194,3.197285066,1.91983954,1.578165753,1.485959135,1.278108873,0.1476,0.136389614,0.011210386,-0.011210386,0.000125672754269,0.0759511246612,0.212340738661,0.1476
178,40,0.3125,0.375,0.3125,11.57697118,14.52069827,6.068813942,6.067756716,119.9988447,90.00627243,89.99838914,2.392674814,1.000174237,2.393091706,2.996915925,3.115643246,2.086673848,3.156962556,3.354098062,2.020487601,3.190791323,3.208122709,2.00742006,1.913073092,1.769596706,1.509013683,0.3759,0.318784788,0.057115212,-0.057115212,0.0032621474418,0.151942569832,0.470727357832,0.3759
179,80,0.625,0.125,0.25,10.26082539,9.363449617,9.363184836,9.362952297,90.00215619,89.99845699,90.00289225,1.000028279,1.000024836,1.000053116,3.016372823,3.259247735,1.981483119,3.097579565,3.101618878,1.980178897,3.095503638,2.436223961,1.976917387,1.861268805,0.753124012,1.340199462,0.2415,0.230083683,0.011416317,-0.011416317,0.000130332293844,0.0472725341615,0.277356217161,0.2415
180,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.268150882,89.99995874,104.9481126,90.00012774,3.870245282,1.010493235,3.910856674,3.303551194,3.271996101,1.89503853,2.888901668,3.224520545,1.915884205,3.272821706,3.219336561,1.923329088,1.334459845,1.420085694,1.697799349,0.1805,0.17533595,0.00516405,-0.00516405,2.66674124025e-05,0.0286096952909,0.203945645291,0.1805
181,80,0.3125,0.0625,0.625,12.19604237,10.79160173,9.827001434,9.200299879,90.00194419,90.00043352,89.99893343,1.098158152,1.068117514,1.172961955,2.069381888,3.21313662,1.934687183,3.367556984,3.235452396,1.923129059,3.258226584,1.890690739,1.958873835,1.679139778,0.433329846,2.036134233,0.247,0.244658858,0.002341142,-0.002341142,5.48094586416e-06,0.00947830769231,0.254137165692,0.247
182,30,0.583333333,0.416666667,0.0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,2.876660614,0.0,1.912760397,2.787321292,0.0,1.912720747,0.0,0.0,0.0,1.932439237,1.952059826,0.0,0.0527,0.062412411,0.009712411,0.009712411,9.43309274329e-05,0.184296223909,0.246708634909,0.072124822
183,80,0.78125,0.21875,0.0,9.585288275,23.5113523,6.137098118,6.13682016,120.0044084,90.01530787,89.99871051,3.831021087,1.000045293,3.831194607,2.968181077,0.0,1.900296499,3.068315093,0.0,1.924868726,0.0,0.0,0.0,1.88913655,1.136788126,0.0,0.2201,0.218379624,0.001720376,-0.001720376,2.95969358138e-06,0.00781633802817,0.226195962028,0.2201
184,40,0.1875,0.4375,0.375,11.58329893,14.77592523,10.07772847,5.938033735,31.93850397,96.68914806,97.88986123,1.466196006,1.697149077,2.488353197,3.01810221,3.026274553,1.903740249,3.136980994,3.233422548,1.910800112,3.165734332,3.22532392,1.911978025,1.204615556,1.571925835,1.492470614,0.3151,0.417194416,0.102094416,0.102094416,0.0104232697784,0.324006397969,0.741200813969,0.519288832
186,80,0.5,0.125,0.375,11.07130795,24.20479727,6.500243544,6.499864815,119.9947092,90.01505626,90.0100788,3.723675445,1.000058267,3.723892413,1.702482664,3.327543883,2.011142356,3.250021582,3.250116264,1.943750875,3.250070759,1.973432996,2.033606183,1.834500408,0.655744242,1.818917723,0.3377,0.330525626,0.007174374,-0.007174374,5.14716422919e-05,0.0212448149245,0.351770440924,0.3377
187,80,0.875,0.125,0.0,9.471201255,23.44100079,6.109682906,6.109335312,120.0055122,90.01148261,89.99982833,3.836696789,1.000056896,3.83691508,2.896933169,0.0,1.897509408,3.054502026,0.0,1.897509408,0.0,0.0,0.0,1.87767919,0.88851384,0.0,0.2256,0.223199299,0.002400701,-0.002400701,5.7633652914e-06,0.0106414051418,0.233840704142,0.2256
189,40,0.0,0.1875,0.8125,13.73118383,15.84949723,11.02568057,6.331840136,30.33901725,100.6685443,99.13092445,1.437507384,1.741307477,2.503142355,0.0,0.0,0.0,0.0,3.034549116,2.037605461,0.0,3.038137612,1.996021761,0.0,1.464775439,2.057454427,0.2983,0.264268477,0.034031523,-0.034031523,0.0011581445577,0.114084891049,0.378353368049,0.2983
190,60,0.166666667,0.0,0.833333333,12.41417827,14.47685895,10.90106455,5.450063481,120.0013694,89.99635316,90.00170248,1.328022496,2.000172032,2.656273455,0.0,3.208444285,2.103561396,0.0,0.0,0.0,2.730603988,0.0,2.103561919,1.075287375,0.0,2.103603425,0.1561,0.119327442,0.036772558,-0.036772558,0.00135222102186,0.235570518898,0.354897960898,0.1561
191,80,0.21875,0.75,0.03125,10.41770616,23.9743828,6.335567848,6.33555024,119.9967149,90.00306778,90.00989268,3.784093766,1.000002779,3.784104283,3.167799771,1.003104304,2.022532878,3.089580966,0.981111806,1.953012921,3.5106309,3.16777512,1.828799337,1.004851924,1.936311252,0.196171842,0.2616,0.267702974,0.006102974,0.006102974,3.72462916447e-05,0.023329411315,0.291032385315,0.273805948
192,20,0.875,0.125,0.0,9.825783202,12.00619851,5.698058622,2.9601018,89.99910604,90.00028135,103.9713649,2.107068268,1.924953602,4.056008651,1.892540335,0.0,1.851334375,3.208618925,0.0,1.794424201,0.0,0.0,0.0,1.836580376,0.451974344,0.0,0.0244,0.024859012,0.000459012,0.000459012,2.10692016144e-07,0.0188119672131,0.0436709792131,0.025318024
193,40,0.75,0.0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.712930253,1.836941289,0.0,3.224629411,1.848869154,0.0,0.0,0.0,3.114864495,0.0,1.825255055,1.907382829,0.0,1.216234879,0.2082,0.246531192,0.038331192,0.038331192,0.00146928028014,0.184107550432,0.430638742432,0.284862384
194,80,0.1875,0.8125,0.0,10.36860347,23.9577515,6.322837994,6.322775451,119.9968032,90.00356996,90.00905578,3.789081979,1.000009892,3.78911946,3.161421345,0.0,1.915568776,2.969461395,0.0,1.971143833,0.0,0.0,0.0,0.986494659,1.901420345,0.0,0.192,0.189472573,0.002527427,-0.002527427,6.38788724033e-06,0.0131636822917,0.202636255292,0.192
195,80,0.375,0.1875,0.4375,11.44586414,24.37924355,6.585523136,6.585144716,119.9926026,90.01411813,90.00685098,3.701944864,1.000057466,3.702157599,2.893468152,3.392346966,2.013487339,3.492126274,3.292681376,1.991035019,3.463431307,3.206917161,2.074778814,1.425496321,1.06262798,2.034494283,0.3036,0.298188836,0.005411164,-0.005411164,2.92806958349e-05,0.0178233333333,0.316012169333,0.3036
197,80,0.0,0.53125,0.46875,11.83427867,9.819296683,9.819272649,9.81910897,90.00284607,90.0032718,89.99577088,1.000002448,1.000016669,1.000019117,0.0,0.0,0.0,0.0,3.246096672,2.074588818,0.0,3.248655678,2.078893993,0.0,2.000146121,2.002438224,0.1375,0.143314135,0.005814135,0.005814135,3.38041657982e-05,0.0422846181818,0.185598753182,0.14912827
198,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,1.263808068,3.102894165,2.008639233,3.15952017,3.159520154,2.008575073,3.102894166,1.263808061,2.008639237,1.713227102,0.66956759,1.713227084,0.2813,0.236058392,0.045241608,-0.045241608,0.00204680309443,0.160830458585,0.396888850585,0.2813
199,40,0.625,0.0,0.375,10.91090859,9.495620894,8.865926881,5.184100321,90.00072418,90.00095227,90.00412272,1.071024048,1.710215145,1.831681547,0.0,3.182141778,1.875042978,0.0,0.0,0.0,3.139302133,0.0,1.879250024,1.859164353,0.0,1.565287962,0.2958,0.269580275,0.026219725,-0.026219725,0.000687473979076,0.0886400439486,0.358220318949,0.2958
200,60,0.0,0.5,0.5,11.58472625,14.18623301,10.63794015,5.318441245,120.0005433,89.99992879,89.99950015,1.333550745,2.000198867,2.667366688,0.0,0.0,0.0,0.0,3.111436186,2.065839751,0.0,3.111436186,2.065839751,0.0,1.733856106,1.733856106,0.1576,0.14187934,0.01572066,-0.01572066,0.000247139150836,0.0997503807107,0.241629720711,0.1576
201,80,0.09375,0.625,0.28125,11.59805611,24.74998794,6.29980259,6.145943695,90.0001285,104.4779555,90.00011608,3.92869262,1.025034218,4.027044368,3.208303767,3.223203902,1.935871979,1.671390795,3.325938876,1.906801277,2.52223302,3.23810482,1.95912854,0.587820333,1.926442691,1.486257956,0.0559,0.05316898,0.00273102,-0.00273102,7.4584702404e-06,0.0488554561717,0.102024436172,0.0559
202,80,0.0,0.46875,0.53125,12.41984295,24.78148543,6.46638221,6.421747426,90.00029609,105.0881185,90.00007154,3.832357047,1.006950567,3.8589941,0.0,0.0,0.0,0.0,3.341090043,1.923421446,0.0,3.345096494,1.954642366,0.0,1.891681237,2.021483828,0.01,0.009380943,0.000619057,-0.000619057,3.83231569249e-07,0.0619057,0.071286643,0.01
203,40,0.25,0.4375,0.3125,11.8654343,14.80496676,6.084240824,6.084067944,119.9987775,89.9856923,90.0097017,2.43333017,1.000028415,2.433399314,3.289108208,2.40467779,2.059396309,3.257509439,2.388088854,2.027150675,3.140859907,3.341122936,2.068149547,1.637476326,1.580322125,1.286653215,0.3223,0.350538852,0.028238852,0.028238852,0.000797432762278,0.0876166677009,0.438155519701,0.378777704
204,80,0.40625,0.375,0.21875,10.72677042,10.2971503,9.44656121,8.822022849,90.00141838,90.00098147,90.00130344,1.090042193,1.070793102,1.167209661,3.130925288,3.010167289,1.863078935,3.08567444,2.763948238,1.858180167,3.127051024,3.274029642,1.882123771,1.669197762,1.609175615,0.985197733,0.1979,0.187381134,0.010518866,-0.010518866,0.000110646541926,0.0531524305205,0.24053356452,0.1979
205,80,0.21875,0.34375,0.4375,11.84328795,24.57880708,6.3516995,6.280869766,90.00002934,104.9269164,90.00011767,3.869642618,1.011277058,3.913280803,3.243214094,3.263144707,1.91520721,2.681113962,3.286952423,1.899367551,3.017778057,3.285272012,1.935311393,1.162536939,1.449769507,1.886948368,0.1127,0.109897325,0.002802675,-0.002802675,7.85498715562e-06,0.0248684560781,0.134765781078,0.1127
206,30,0.0,0.25,0.75,12.39652354,14.46656006,5.448610476,5.448083592,120.0009232,89.99887787,89.99930029,2.655091628,1.00009671,2.655348402,0.0,0.0,0.0,0.0,2.922245132,2.11427146,0.0,2.144746851,2.114258886,0.0,1.428008561,2.114310341,0.1591,0.096604445,0.062495555,-0.062495555,0.00390569439476,0.392806756757,0.489411201757,0.1591
209,10,0.5,0.25,0.25,10.68654848,12.02200314,3.20381633,3.20366999,119.9966029,90.01471,90.00702588,3.752400856,1.000045679,3.752572262,3.528722449,3.52841084,1.84951888,3.528722449,0.0,2.119521993,3.52841084,0.0,2.119136205,1.930110503,0.706507331,1.70821233,0.1397,0.125578332,0.014121668,-0.014121668,0.000199421507102,0.101085669291,0.226664001291,0.1397
210,80,0.5,0.25,0.25,10.43407013,9.415823222,9.415540041,9.415431084,90.00266574,89.99759539,90.00311589,1.000030076,1.000011572,1.000041648,3.228843304,3.197518354,1.987973321,3.11489605,3.112847273,1.991257236,3.118955987,3.167282897,1.997824832,1.919728528,1.257014177,1.469041879,0.2207,0.216552498,0.004147502,-0.004147502,1.720177284e-05,0.0187924875396,0.23534498554,0.2207
211,40,0.8125,0.1875,0.0,9.808033147,13.94225596,9.922493289,5.71474396,29.75398092,90.61289533,90.70510122,1.405116189,1.736297087,2.439699146,3.268771342,0.0,1.918696562,3.163696141,0.0,1.863621315,0.0,0.0,0.0,1.784067288,0.933557874,0.0,0.2565,0.209578565,0.046921435,-0.046921435,0.00220162106246,0.18292957115,0.39250813615,0.2565
212,80,0.3125,0.0,0.6875,12.39073622,24.41537168,6.519143054,6.46495281,89.99999303,90.00010438,105.5676502,3.74518115,1.008382156,3.776573843,0.0,3.265121367,1.923724097,0.0,0.0,0.0,3.303448808,0.0,1.916364036,1.801000865,0.0,1.978542614,0.3328,0.306263678,0.026536322,-0.026536322,0.000704176385288,0.0797365444712,0.386000222471,0.3328
213,80,0.3125,0.1875,0.5,11.77362265,10.65294165,9.720951534,9.095399374,90.00152812,90.00044965,89.99967802,1.095874371,1.068776767,1.171245067,2.89916063,3.149414295,1.93373555,3.245865253,3.236199346,1.910215102,3.249787164,3.103495237,1.92649905,1.724125774,1.149100745,1.92113706,0.2596,0.253690252,0.005909748,-0.005909748,3.49251214235e-05,0.0227648228043,0.276455074804,0.2596
215,80,0.6875,0.21875,0.09375,9.958284567,10.02702037,9.233174115,8.605014336,90.0036286,90.00128026,90.00208339,1.085977611,1.072999272,1.165253186,3.002819872,2.311262164,1.823932788,3.067387952,3.176123585,1.808561754,3.059507676,3.141242247,1.806095818,1.894894636,1.069802695,0.68171805,0.1411,0.133767066,0.007332934,-0.007332934,5.37719210484e-05,0.0519697661233,0.185736832123,0.1411
217,40,0.4375,0.5625,0.0,10.33929438,14.22967985,9.975772166,5.776534014,30.29262659,90.72965421,90.84782701,1.426423901,1.726947706,2.463359484,3.099865212,0.0,1.981180274,3.110831245,0.0,1.926989192,0.0,0.0,0.0,1.562544542,1.482306642,0.0,0.1448,0.068691454,0.076108546,-0.076108546,0.00579251077423,0.525611505525,0.594302959525,0.1448
218,80,0.1875,0.09375,0.71875,12.71508385,10.95403353,9.954259714,9.328808591,90.00100304,90.00031548,89.99798341,1.100436782,1.067045123,1.174215702,2.899801648,3.25739789,1.979052971,3.437074638,3.228427077,1.957359005,3.42101877,2.681619726,1.978887162,1.196180889,0.766811656,1.981717405,0.2473,0.267330437,0.020030437,0.020030437,0.000401218406411,0.0809965103114,0.348326947311,0.287360874
219,80,0.9375,0.03125,0.03125,9.484678083,23.4342707,6.114940467,6.114525225,120.0055367,90.00721772,90.0037332,3.83229744,1.000067911,3.832557695,0.989727047,0.989727038,1.889902942,3.057112547,0.0,2.032675744,3.057112547,0.0,2.03299476,1.868571379,0.254135369,0.376188861,0.2117,0.211978125,0.000278125,0.000278125,7.7353515625e-08,0.00131376948512,0.213291894485,0.21225625
220,40,0.375,0.625,0.0,10.0967816,9.272915072,8.65095232,5.034574289,90.00188988,90.00216212,90.00019855,1.071895293,1.718308604,1.841846905,3.111858723,0.0,1.850623807,3.147878806,0.0,1.812966809,0.0,0.0,0.0,1.624587068,1.883505665,0.0,0.0377,0.038672512,0.000972512,0.000972512,9.45779590144e-07,0.0257960742706,0.0644685862706,0.039645024
221,80,0.0,0.96875,0.03125,10.73279231,24.13917674,6.408622416,6.408521857,119.9937606,90.00855784,89.99631075,3.766671708,1.000015691,3.766730812,0.0,0.0,0.0,0.0,0.995148068,1.981500025,0.0,3.204260929,2.121804248,0.0,1.935451036,0.390967069,0.1765,0.177667213,0.001167213,0.001167213,1.36238618737e-06,0.00661310481586,0.184280317816,0.178834426
222,80,0.21875,0.40625,0.375,11.49849091,10.55811901,9.650690406,9.02788247,90.00014922,90.00054857,90.00018398,1.094027325,1.068987156,1.169501159,3.276853301,3.252023566,1.897342576,3.137819546,3.216965025,1.907455093,2.761092277,3.250552281,1.920274089,1.084252565,1.668343132,1.690535227,0.2074,0.214647875,0.007247875,0.007247875,5.25316920156e-05,0.0349463596914,0.249594234691,0.22189575
